corpus,V,rmse,k,w_gate,w_tail,s,s_over_V,bound_hit
lang_swedish,7906,0.10521130457276855,626.0357807474137,0.2975928108510286,0.09850247362579968,61.66607298187903,0.007799908042231095,False
lang_polish,11730,0.10279620911052334,263.7191345286191,1.715323714947005,0.30114698007438245,79.41822095112344,0.006770521820215127,False
lang_portuguese,8840,0.1089265836883235,46.669103492208116,3.546039866901151,1.8100162651922496,84.4718364028371,0.009555637602130894,False
lang_italian,17050,0.1069548670612124,334.57647344346464,2.1058495858146737,0.47554000794140655,159.10449883831296,0.009331642160604866,False
lang_german,10898,0.10237438078461616,117.80284617514565,2.6544021899060564,0.8134406386060714,95.82562242232328,0.008792954892854036,False
lang_finnish,21795,0.10318569448335894,430.20894267874013,1.8234362898912095,0.3820363499152944,164.355454161904,0.007540970597013259,False
