slug,corpus,cutoff,winner_family,zipf_avg_nll,zm_avg_nll,moe_avg_nll,hierk_avg_nll,hierk_minus_moe,hierk_minus_zm,step2_helps,step2_gain,canonical_source
aesops_fables,Aesop's Fables,top50,zm,4.100209181726576,4.071128251360304,4.087679097432396,4.100356431715687,0.012677334283290875,0.029228180355382882,False,-0.022429068054647047,results/zipf_angle4_hierk/hierk_head_window_table.csv
aesops_fables,Aesop's Fables,top100,zm,4.497522420113506,4.4541784657277965,4.456116010054979,4.479089370236209,0.022973360181230085,0.02491090450841238,True,0.01753384205070771,results/zipf_angle4_hierk/hierk_head_window_table.csv
aesops_fables,Aesop's Fables,top200,moe,4.839187970431209,4.792808348389998,4.783487865889819,4.806220190208275,0.022732324318456065,0.013411841818276926,True,0.00970694576635825,results/zipf_angle4_hierk/hierk_head_window_table.csv
aesops_fables,Aesop's Fables,top500,moe,5.235152478903753,5.193728225495312,5.176542419805529,5.1898097068777655,0.013267287072236122,-0.0039185186175467734,False,-0.004184511936923305,results/zipf_angle4_hierk/hierk_head_window_table.csv
aesops_fables,Aesop's Fables,top1000,moe,5.5238297143297705,5.490185336783799,5.472250850168901,5.478884867329021,0.006634017160119576,-0.011300469454778472,True,0.006145175127824684,results/zipf_angle4_hierk/hierk_head_window_table.csv
aesops_fables,Aesop's Fables,full,zm,6.226453453821152,6.221750903154405,6.22365870317628,6.227198045996877,0.003539342820596758,0.0054471428424722745,True,0.0005858254120088835,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,top50,zm,4.394061064481104,4.296341049221136,4.340940967035025,4.296758591974699,-0.04418237506032607,0.00041754275356353787,False,-0.022979207069318636,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,top100,zm,4.757326658972315,4.624720883148024,4.654490528149713,4.630700160866531,-0.023790367283182512,0.005979277718506815,False,-0.026145475805605264,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,top200,zm,5.0703397145341444,4.928433900670632,4.9420123554023,4.938708272715009,-0.003304082687290766,0.010274372044376534,False,-0.0215146851856726,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,top500,moe,5.454007412698273,5.319954550730808,5.316867971205799,5.328301172344501,0.011433201138702387,0.008346621613693372,False,-0.016899228523197862,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,top1000,moe,5.729974499069209,5.611588676876511,5.602143567903294,5.613142530043163,0.01099896213986895,0.0015538531666523525,False,-0.015484747232841135,results/zipf_angle4_hierk/hierk_head_window_table.csv
complete_sherlock_holmes,Complete Sherlock Holmes,full,zm,6.493105179966957,6.447377412310836,6.456988589888799,6.4501738150974415,-0.006814774791357614,0.002796402786605867,False,-3.066802161569293e-05,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,top50,hier,4.406198144505625,4.320338945439086,4.373998816591715,4.316751605488053,-0.05724721110366282,-0.0035873399510331083,False,-0.02440021171173258,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,top100,zm,4.7467861237984055,4.629351813279925,4.669424099716036,4.633601743764334,-0.03582235595170147,0.004249930484409248,False,-0.02602995970757449,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,top200,zm,5.078927608534253,4.9491250410047885,4.971967002858252,4.960314375515303,-0.011652627342948918,0.011189334510514293,False,-0.02141007398646659,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,top500,zm,5.488930569113539,5.362293926149837,5.365820417448948,5.373345468289169,0.007525050840221148,0.011051542139331794,False,-0.007172029732541725,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,top1000,moe,5.769945471792824,5.654465841232766,5.6493550421254906,5.658390589338748,0.009035547213257722,0.00392474810598209,False,-0.009856178155408055,results/zipf_angle4_hierk/hierk_head_window_table.csv
jane_eyre,Jane Eyre,full,zm,6.685153958211458,6.639198902037371,6.649150527735459,6.642465347772237,-0.006685179963221266,0.003266445734865897,False,-0.0011436620437525191,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,top50,zm,4.346071015583651,4.278453551061081,4.319101864530301,4.291120629419716,-0.0279812351105857,0.012667078358634676,False,-0.02650293147526263,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,top100,zm,4.691001184081959,4.598745913958304,4.625485768788617,4.613065871554813,-0.0124198972338041,0.01431995759650917,False,-0.025155811824167554,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,top200,zm,5.035190815041345,4.9346211111423015,4.9452085405346144,4.94408495241019,-0.0011235881244244794,0.009463841267888462,False,-0.023152080150601675,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,top500,moe,5.482996714484144,5.388535689064829,5.381825383310639,5.385408582476408,0.003583199165769102,-0.003127106588420858,False,-0.018938514316166402,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,top1000,moe,5.774889632930244,5.692450223577021,5.67987342893198,5.684256481735159,0.004383052803178522,-0.008193741841862057,False,-0.014546985323431377,results/zipf_angle4_hierk/hierk_head_window_table.csv
dubliners,Dubliners,full,hier,6.541972737895993,6.5140093492139535,6.521278476962053,6.513285732940767,-0.007992744021285247,-0.0007236162731860674,True,0.0009550489563412423,results/zipf_angle4_hierk/hierk_head_window_table.csv
