slug,corpus,mode,step,rank,expression,math,rmse,uses_new_operator,canonical_source
pride_and_prejudice,Pride and Prejudice,zm_residual,4,7,"sub[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[add[erf[x],neg[x]],sub[besselj[x],sin[x]]]]","(((sqrt(x)-pow(x,x))*(log(x)*cos(x)))-((erf(x)+(-x))*(J0(x)-sin(x))))",0.16330239724210588,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,4,8,"add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[add[mul[x,x],neg[x]],sub[sqrt[x],sinh[x]]]]","(((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+(((x*x)+(-x))*(sqrt(x)-sinh(x))))",0.1633299038150932,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,4,9,"add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[add[erf[x],neg[x]],mul[log[x],tan[x]]]]","(((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((erf(x)+(-x))*(log(x)*tan(x))))",0.16349177572718798,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,4,10,"add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],add[div[log[x],eml[x,x]],sub[div[1,x],gamma[x]]]]","(((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/EML(x,x))+((1/x)-gamma(x))))",0.1635215248264928,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,1,"div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]]",((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x))))),0.16010062017050136,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,2,"div[mul[mul[add[erf[x],neg[x]],mul[log[x],tan[x]]],mul[sub[besselj[x],erf[x]],mul[log[x],sinh[x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]",((((erf(x)+(-x))*(log(x)*tan(x)))*((J0(x)-erf(x))*(log(x)*sinh(x))))/(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))),0.16131664936157136,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,3,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]],neg[mul[add[erf[x],neg[x]],sub[besselj[x],sin[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))+(-((erf(x)+(-x))*(J0(x)-sin(x)))))",0.1620643252019035,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,4,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[sub[cosh[x],tan[x]],sub[sin[x],tanh[x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((cosh(x)-tan(x))*(sin(x)-tanh(x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x)))))",0.16207094867993688,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,5,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[eml[sub[x,1],eml[x,1]],add[mul[x,x],neg[x]]]],add[sub[add[1,neg[x]],sub[besselj[x],tanh[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+(EML((x-1),EML(x,1))*((x*x)+(-x))))+(((1+(-x))-(J0(x)-tanh(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x)))))",0.16213568125682168,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,6,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[sub[cosh[x],tan[x]],sub[sin[x],tanh[x]]]],add[mul[add[neg[x],sinh[x]],sub[besselj[x],pow[x,x]]],mul[sub[sqrt[x],sinh[x]],div[log[x],gamma[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((cosh(x)-tan(x))*(sin(x)-tanh(x))))+((((-x)+sinh(x))*(J0(x)-pow(x,x)))+((sqrt(x)-sinh(x))*(log(x)/gamma(x)))))",0.1621798417172762,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,7,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]],sub[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[sqrt[x],pow[x,x]],add[erf[x],neg[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))+(((sin(x)-tanh(x))*(J0(x)-erf(x)))-((sqrt(x)-pow(x,x))*(erf(x)+(-x)))))",0.1623128184279454,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,8,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]],add[mul[eml[sub[x,1],eml[x,1]],add[mul[x,x],neg[x]]],mul[sub[cosh[x],tan[x]],sub[sin[x],tanh[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))+((EML((x-1),EML(x,1))*((x*x)+(-x)))+((cosh(x)-tan(x))*(sin(x)-tanh(x)))))",0.162333206541091,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,9,"add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[sub[cosh[x],tan[x]],sub[sin[x],tanh[x]]]],add[mul[mul[log[x],sinh[x]],sub[tanh[x],mul[x,x]]],mul[sub[erf[x],tanh[x]],add[sin[x],neg[x]]]]]","((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((cosh(x)-tan(x))*(sin(x)-tanh(x))))+(((log(x)*sinh(x))*(tanh(x)-(x*x)))+((erf(x)-tanh(x))*(sin(x)+(-x)))))",0.16237355565940093,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,5,10,"div[mul[mul[div[sub[1,x],eml[1,x]],div[div[x,1],add[1,x]]],mul[sub[1,sinh[x]],sub[erf[x],sqrt[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]]","(((((1-x)/EML(1,x))*((x/1)/(1+x)))*((1-sinh(x))*(erf(x)-sqrt(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))",0.16237774626106158,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,1,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))))",0.15627159811896307,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,2,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[sub[add[1,neg[x]],sub[besselj[x],tanh[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((1+(-x))-(J0(x)-tanh(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))))",0.15666153192335525,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,3,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]],add[mul[div[sub[1,x],eml[1,x]],div[div[x,1],add[1,x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))+((((1-x)/EML(1,x))*((x/1)/(1+x)))+((J0(x)-tanh(x))*(log(x)*(x*x))))))",0.15708819256020165,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,4,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[sub[mul[mul[log[x],mul[x,x]],add[sin[x],neg[x]]],mul[add[neg[x],pow[x,x]],mul[log[x],neg[x]]]],sub[mul[mul[log[x],sinh[x]],sub[tanh[x],mul[x,x]]],mul[sub[1,sqrt[x]],mul[log[x],mul[x,x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((log(x)*(x*x))*(sin(x)+(-x)))-(((-x)+pow(x,x))*(log(x)*(-x))))+(((log(x)*sinh(x))*(tanh(x)-(x*x)))-((1-sqrt(x))*(log(x)*(x*x))))))",0.15711300636144518,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,5,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[add[mul[eml[sub[x,1],eml[x,1]],add[mul[x,x],neg[x]]],mul[sub[cosh[x],tan[x]],sub[sin[x],tanh[x]]]],add[mul[div[sub[1,x],eml[1,x]],div[div[x,1],add[1,x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(((EML((x-1),EML(x,1))*((x*x)+(-x)))+((cosh(x)-tan(x))*(sin(x)-tanh(x))))+((((1-x)/EML(1,x))*((x/1)/(1+x)))+((J0(x)-tanh(x))*(log(x)*(x*x))))))",0.15758382791457162,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,6,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[mul[mul[sub[erf[x],pow[x,x]],sub[erf[x],pow[x,x]]],mul[sub[erf[x],sin[x]],sub[erf[x],sin[x]]]],sub[mul[sub[sqrt[x],sinh[x]],div[log[x],gamma[x]]],mul[div[log[x],eml[x,x]],sub[sin[x],tanh[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((erf(x)-pow(x,x))*(erf(x)-pow(x,x)))*((erf(x)-sin(x))*(erf(x)-sin(x))))+(((sqrt(x)-sinh(x))*(log(x)/gamma(x)))-((log(x)/EML(x,x))*(sin(x)-tanh(x))))))",0.15762965277459431,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,7,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[sub[mul[mul[log[x],mul[x,x]],add[sin[x],neg[x]]],mul[add[neg[x],pow[x,x]],mul[log[x],neg[x]]]],neg[mul[add[erf[x],neg[x]],sub[besselj[x],sin[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((log(x)*(x*x))*(sin(x)+(-x)))-(((-x)+pow(x,x))*(log(x)*(-x))))+(-((erf(x)+(-x))*(J0(x)-sin(x))))))",0.1576700910664442,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,8,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],neg[mul[add[erf[x],neg[x]],sub[besselj[x],sin[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(-((erf(x)+(-x))*(J0(x)-sin(x))))))",0.1578871391678858,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,9,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[sub[mul[mul[log[x],mul[x,x]],add[sin[x],neg[x]]],mul[add[neg[x],pow[x,x]],mul[log[x],neg[x]]]],mul[mul[div[log[x],eml[x,x]],add[mul[x,x],neg[x]]],mul[add[neg[x],sinh[x]],mul[log[x],cos[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((log(x)*(x*x))*(sin(x)+(-x)))-(((-x)+pow(x,x))*(log(x)*(-x))))+(((log(x)/EML(x,x))*((x*x)+(-x)))*(((-x)+sinh(x))*(log(x)*cos(x))))))",0.15804700397297922,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,6,10,"add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[add[mul[sub[sqrt[x],pow[x,x]],mul[log[x],cos[x]]],mul[div[log[x],gamma[x]],sub[besselj[x],pow[x,x]]]],mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],sin[x]],sub[erf[x],sin[x]]]]]]","(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+((((sqrt(x)-pow(x,x))*(log(x)*cos(x)))+((log(x)/gamma(x))*(J0(x)-pow(x,x))))+(((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-sin(x))*(erf(x)-sin(x))))))",0.1580663926004722,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,7,1,"add[add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]],add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]]]","((((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))))+(((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x)))))))",0.1498349108098191,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,7,2,"add[add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]],add[add[mul[mul[sub[erf[x],pow[x,x]],sub[erf[x],pow[x,x]]],mul[sub[erf[x],sin[x]],sub[erf[x],sin[x]]]],sub[mul[sub[sqrt[x],sinh[x]],div[log[x],gamma[x]]],mul[div[log[x],eml[x,x]],sub[sin[x],tanh[x]]]]],sub[mul[mul[sub[cos[x],tanh[x]],sub[cos[x],tanh[x]]],mul[sub[cos[x],tanh[x]],sub[cos[x],tanh[x]]]],mul[mul[sub[gamma[x],sinh[x]],sub[erf[x],tanh[x]]],mul[sub[gamma[x],sinh[x]],sub[erf[x],tanh[x]]]]]]]","((((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))))+(((((erf(x)-pow(x,x))*(erf(x)-pow(x,x)))*((erf(x)-sin(x))*(erf(x)-sin(x))))+(((sqrt(x)-sinh(x))*(log(x)/gamma(x)))-((log(x)/EML(x,x))*(sin(x)-tanh(x)))))+((((cos(x)-tanh(x))*(cos(x)-tanh(x)))*((cos(x)-tanh(x))*(cos(x)-tanh(x))))-(((gamma(x)-sinh(x))*(erf(x)-tanh(x)))*((gamma(x)-sinh(x))*(erf(x)-tanh(x)))))))",0.15443379857208167,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,7,3,"add[add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]],add[add[mul[mul[add[neg[x],sqrt[x]],eml[neg[x],cosh[x]]],mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]]],mul[mul[add[neg[x],sqrt[x]],eml[neg[x],cosh[x]]],mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]]]],add[mul[mul[sub[cos[x],tanh[x]],sub[cos[x],tanh[x]]],mul[sub[cos[x],tanh[x]],sub[cos[x],tanh[x]]]],erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]]]]]","((((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))))+((((((-x)+sqrt(x))*EML((-x),cosh(x)))*((J0(x)-sqrt(x))*(J0(x)-sqrt(x))))+((((-x)+sqrt(x))*EML((-x),cosh(x)))*((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))))+((((cos(x)-tanh(x))*(cos(x)-tanh(x)))*((cos(x)-tanh(x))*(cos(x)-tanh(x))))+erf(((log(x)*tanh(x))+(1-pow(x,x)))))))",0.15481696281020443,True,results/zipf_widened_grammar_diagnostic/summary.json
pride_and_prejudice,Pride and Prejudice,zm_residual,7,4,"add[add[div[mul[mul[sub[besselj[x],sqrt[x]],sub[besselj[x],sqrt[x]]],mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]]],add[mul[sub[sin[x],tanh[x]],sub[besselj[x],erf[x]]],mul[sub[besselj[x],tanh[x]],mul[log[x],mul[x,x]]]]],add[erf[add[mul[log[x],tanh[x]],sub[1,pow[x,x]]]],add[mul[sub[erf[x],mul[x,x]],mul[log[x],erf[x]]],mul[sub[sin[x],tanh[x]],sub[1,sinh[x]]]]]],add[add[mul[mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],mul[x,x]]],mul[sub[pow[x,x],sinh[x]],sub[pow[x,x],mul[x,x]]]],mul[mul[sub[cos[x],tanh[x]],sub[cos[x],tanh[x]]],mul[add[neg[x],pow[x,x]],mul[log[x],neg[x]]]]],add[sub[mul[mul[log[x],mul[x,x]],add[sin[x],neg[x]]],mul[add[neg[x],pow[x,x]],mul[log[x],neg[x]]]],neg[mul[add[erf[x],neg[x]],sub[besselj[x],sin[x]]]]]]]","((((((J0(x)-sqrt(x))*(J0(x)-sqrt(x)))*((erf(x)-(x*x))*(log(x)*erf(x))))/(((sin(x)-tanh(x))*(J0(x)-erf(x)))+((J0(x)-tanh(x))*(log(x)*(x*x)))))+(erf(((log(x)*tanh(x))+(1-pow(x,x))))+(((erf(x)-(x*x))*(log(x)*erf(x)))+((sin(x)-tanh(x))*(1-sinh(x))))))+(((((pow(x,x)-sinh(x))*(pow(x,x)-(x*x)))*((pow(x,x)-sinh(x))*(pow(x,x)-(x*x))))+(((cos(x)-tanh(x))*(cos(x)-tanh(x)))*(((-x)+pow(x,x))*(log(x)*(-x)))))+((((log(x)*(x*x))*(sin(x)+(-x)))-(((-x)+pow(x,x))*(log(x)*(-x))))+(-((erf(x)+(-x))*(J0(x)-sin(x)))))))",0.15483098333358827,True,results/zipf_widened_grammar_diagnostic/summary.json
