slug,field,new_value,historical_value,abs_diff,matches
shakespeare,original_rmse,0.1132760654055252,0.1132760654055252,0.0,True
shakespeare,relaxed_rmse,0.10223221738842841,0.10223221738842841,0.0,True
shakespeare,rmse_delta_vs_original,-0.011043848017096791,-0.011043848017096791,0.0,True
shakespeare,original_transition_fraction,0.5444976565358106,0.5444976565358106,0.0,True
shakespeare,relaxed_transition_fraction,0.4693553896662556,0.4693553896662556,0.0,True
shakespeare,transition_fraction_delta,-0.075142266869555,-0.075142266869555,0.0,True
shakespeare,original_k,245.1799307720734,245.1799307720734,0.0,True
shakespeare,relaxed_k,114.74374509685046,114.74374509685046,0.0,True
shakespeare,original_w,1.2704441434786304,1.2704441434786304,0.0,True
shakespeare,relaxed_w,2.608503334119423,2.608503334119423,0.0,True
shakespeare,best_start_index,34,34,0.0,True
shakespeare,best_nfev,89,89,0.0,True
shakespeare,relaxed_a1,28.615670331885564,28.615670331885564,0.0,True
shakespeare,relaxed_b1,3.758719321246392,3.758719321246392,0.0,True
shakespeare,relaxed_c1,113.23576270293482,113.23576270293482,0.0,True
shakespeare,relaxed_a2,34.26521972422213,34.26521972422213,0.0,True
shakespeare,relaxed_b2,3.2932867645840025,3.2932867645840025,0.0,True
shakespeare,relaxed_c2,4999.999999160046,4999.999999160046,0.0,True
shakespeare,tried_count,100,100,0.0,True
war_and_peace,original_rmse,0.11975383361263765,0.11975383361263765,0.0,True
war_and_peace,relaxed_rmse,0.10524649015481975,0.10524649015481975,0.0,True
war_and_peace,rmse_delta_vs_original,-0.0145073434578179,-0.0145073434578179,0.0,True
war_and_peace,original_transition_fraction,0.5243926046259855,0.5243926046259855,0.0,True
war_and_peace,relaxed_transition_fraction,0.47693180739418395,0.47693180739418395,0.0,True
war_and_peace,transition_fraction_delta,-0.04746079723180152,-0.04746079723180152,0.0,True
war_and_peace,original_k,167.61037197710394,167.61037197710394,0.0,True
war_and_peace,relaxed_k,105.4357286921693,105.4357286921693,0.0,True
war_and_peace,original_w,1.3908761280150792,1.3908761280150792,0.0,True
war_and_peace,relaxed_w,2.1178761880306527,2.1178761880306527,0.0,True
war_and_peace,best_start_index,89,89,0.0,True
war_and_peace,best_nfev,62,62,0.0,True
war_and_peace,relaxed_a1,31.37488284910278,31.37488284910278,0.0,True
war_and_peace,relaxed_b1,4.138228321352084,4.138228321352084,0.0,True
war_and_peace,relaxed_c1,172.0179776872305,172.0179776872305,0.0,True
war_and_peace,relaxed_a2,34.92935631514232,34.92935631514232,0.0,True
war_and_peace,relaxed_b2,3.4739991407093975,3.4739991407093975,0.0,True
war_and_peace,relaxed_c2,4999.999965833121,4999.999965833121,0.0,True
war_and_peace,tried_count,100,100,0.0,True
moby_dick,original_rmse,0.1187246779643674,0.1187246779643674,0.0,True
moby_dick,relaxed_rmse,0.10986736082473622,0.10986736082473622,0.0,True
moby_dick,rmse_delta_vs_original,-0.008857317139631185,-0.008857317139631185,0.0,True
moby_dick,original_transition_fraction,0.5287551939013028,0.5287551939013028,0.0,True
moby_dick,relaxed_transition_fraction,0.4775853264785518,0.4775853264785518,0.0,True
moby_dick,transition_fraction_delta,-0.05116986742275098,-0.05116986742275098,0.0,True
moby_dick,original_k,172.29660444070635,172.29660444070635,0.0,True
moby_dick,relaxed_k,104.67977983334863,104.67977983334863,0.0,True
moby_dick,original_w,1.1526116535200732,1.1526116535200732,0.0,True
moby_dick,relaxed_w,1.831436049891321,1.831436049891321,0.0,True
moby_dick,best_start_index,71,71,0.0,True
moby_dick,best_nfev,90,90,0.0,True
moby_dick,relaxed_a1,35.58633103357549,35.58633103357549,0.0,True
moby_dick,relaxed_b1,4.89159500051847,4.89159500051847,0.0,True
moby_dick,relaxed_c1,230.69312908024338,230.69312908024338,0.0,True
moby_dick,relaxed_a2,28.410630097787823,28.410630097787823,0.0,True
moby_dick,relaxed_b2,2.846160110160689,2.846160110160689,0.0,True
moby_dick,relaxed_c2,4999.999999394397,4999.999999394397,0.0,True
moby_dick,tried_count,100,100,0.0,True
king_james_bible,original_rmse,0.11583651766338211,0.11583651766338211,0.0,True
king_james_bible,relaxed_rmse,0.09936555806608445,0.09936555806608445,0.0,True
king_james_bible,rmse_delta_vs_original,-0.016470959597297663,-0.016470959597297663,0.0,True
king_james_bible,original_transition_fraction,0.5229748725939123,0.5229748725939123,0.0,True
king_james_bible,relaxed_transition_fraction,0.4599716874532228,0.4599716874532228,0.0,True
king_james_bible,transition_fraction_delta,-0.06300318514068948,-0.06300318514068948,0.0,True
king_james_bible,original_k,139.18042245735833,139.18042245735833,0.0,True
