slug,corpus,token_count,vocabulary_size,cutoff,cutoff_rank,zipf_avg_nll,zm_avg_nll,moe_avg_nll,softk_avg_nll,winner_family,softk_minus_moe,softk_minus_zm,softk_minus_zipf,step2_winner_expression,step2_gain,step2_helps,canonical_source
the_iliad,The Iliad,194969,12300,top1000,1000,5.8907672399158235,5.867516865495311,5.83814673777768,5.825681315481556,softk,-0.012465422296124018,-0.041835550013755274,-0.06508592443426764,"eml[sub[x,1],eml[x,1]]",-0.013503604095905154,False,results/zipf_angle1_head_windows_splitfit/summary.json
the_iliad,The Iliad,194969,12300,full,12300,6.895521366908629,6.890807298983179,6.883404881675385,6.879693438081945,softk,-0.0037114435934402223,-0.011113860901234673,-0.015827928826684712,"eml[sub[x,1],eml[x,1]]",-0.0013858788785054421,False,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,top50,50,3.936767648557176,3.924322321892648,3.942937301570303,3.967534491723989,zm,0.02459719015368611,0.04321216983134102,0.030766843166813107,"mul[sub[1,x],mul[x,x]]",-0.02194303982545058,False,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,top100,100,4.307350396736521,4.286075644891367,4.291246323009308,4.325092625120179,zm,0.03384630211087103,0.03901698022881206,0.01774222838365791,"mul[sub[1,x],mul[x,x]]",0.019561143848385337,True,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,top200,200,4.635839505933964,4.611443452629524,4.606495777520821,4.63628862190883,moe,0.029792844388008888,0.024845169279306134,0.00044911597486585464,"div[sub[1,x],eml[1,x]]",-0.0038750139107646825,False,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,top500,500,5.104789810775068,5.081340021906887,5.066923370333473,5.075061756233105,moe,0.008138385899632006,-0.006278265673781647,-0.02972805454196248,"eml[sub[x,1],eml[x,1]]",-0.005993989019589169,False,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,top1000,1000,5.465769093565166,5.445947473254305,5.428833733925922,5.4183005242672415,softk,-0.01053320965868032,-0.02764694898706388,-0.047468569297924645,"sub[pow[x,x],sqrt[x]]",0.008053200343763361,True,results/zipf_angle1_head_windows_splitfit/summary.json
democracy_in_america,Democracy in America,187753,9301,full,9301,6.3184319916345855,6.314583858753442,6.311806433399232,6.311611212604429,softk,-0.00019522079480260857,-0.0029726461490131584,-0.00682077903015621,"eml[sub[x,1],eml[x,1]]",-0.0013453984406848196,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,top50,50,4.2394148233091755,4.198143009912232,4.235080845002977,4.251374707143812,zm,0.01629386214083528,0.05323169723158028,0.011959883834636642,"mul[sub[1,x],mul[x,x]]",-0.010592110439020891,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,top100,100,4.603668426482107,4.53683458397076,4.553332597779077,4.5843649377945646,zm,0.031032340015487492,0.047530353823804994,-0.019303488687542725,"mul[sub[1,x],mul[x,x]]",-0.008196372260954432,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,top200,200,4.959016636648633,4.882832154872222,4.879783981318991,4.910467626726879,moe,0.030683645407887816,0.027635471854656757,-0.048549009921753594,"eml[sub[x,1],eml[x,1]]",-0.014021039941777669,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,top500,500,5.452972107773432,5.381552580021853,5.3593221801652,5.366931273364299,moe,0.007609093199099526,-0.014621306657553568,-0.08604083440913257,"eml[sub[x,1],eml[x,1]]",-0.012969517565818198,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,top1000,1000,5.789826915823499,5.7301946685019605,5.703184935404163,5.690652972846237,softk,-0.01253196255792588,-0.039541695655723075,-0.09917394297726201,"sub[pow[x,x],sqrt[x]]",-0.006161191326489672,False,results/zipf_angle1_head_windows_splitfit/summary.json
origin_of_species,Origin of Species,156024,6887,full,6887,6.406563746147002,6.383434243183849,6.374942420183649,6.375321709061686,moe,0.00037928887803762024,-0.008112534122163062,-0.03124203708531592,"eml[sub[x,1],eml[x,1]]",-0.0016455215170733117,False,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,top50,50,3.9993587762792315,3.974646657080133,4.010273821621044,4.0462551388808965,zm,0.03598131725985265,0.07160848180076362,0.046896362601664965,"div[sub[x,1],eml[1,x]]",-0.02109398727871234,False,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,top100,100,4.429189766193421,4.378358822772827,4.3883940173803495,4.428306871769982,zm,0.0399128543896321,0.04994804899715444,-0.00088289442343914,"mul[sub[1,x],mul[x,x]]",0.004589596891796416,True,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,top200,200,4.810767261282757,4.750699482715517,4.740369100040931,4.763639399848254,moe,0.023270299807322203,0.012939917132736234,-0.04712786143450298,"sub[sqrt[x],pow[x,x]]",-0.00329649039350223,False,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,top500,500,5.282003205933651,5.2246138123960995,5.19752565762183,5.1875610825932,softk,-0.009964575028629241,-0.03705272980289909,-0.09444212334045066,"sub[pow[x,x],sqrt[x]]",-0.004619192977614761,False,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,top1000,1000,5.600588765059706,5.551798845304026,5.520873768904871,5.4957593476285735,softk,-0.025114421276297705,-0.05603949767545213,-0.10482941743113283,"sub[pow[x,x],sqrt[x]]",0.005774408804989695,True,results/zipf_angle1_head_windows_splitfit/summary.json
wealth_of_nations,Wealth of Nations,380080,9478,full,9478,6.195766995601775,6.175560092867926,6.161544629142846,6.155611767747408,softk,-0.005932861395438138,-0.019948325120517474,-0.04015522785436687,"eml[sub[x,1],eml[x,1]]",-0.0007826936887813107,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,top50,50,4.269161916223064,4.230606733024641,4.273720056177259,4.247728833670128,zm,-0.025991222507131262,0.017122100645487137,-0.021433082552936078,"div[sub[x,1],eml[1,x]]",-0.025060965926536158,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,top100,100,4.606742294283906,4.541211492317712,4.570927291317201,4.566397708240042,zm,-0.004529583077158783,0.02518621592233039,-0.04034458604386426,"eml[sub[x,1],eml[x,1]]",-0.02711188669736672,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,top200,200,4.941220583186824,4.862696876232594,4.876593169238623,4.891137863591157,zm,0.01454469435253447,0.028440987358563596,-0.05008271959566635,"sub[sqrt[x],pow[x,x]]",-0.01687842787218241,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,top500,500,5.377220133797875,5.295805111881646,5.291117284737402,5.315326726089729,moe,0.024209441352326166,0.019521614208082738,-0.061893407708146775,"sub[sqrt[x],pow[x,x]]",-0.003114324454891751,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,top1000,1000,5.695424531815359,5.619380925895356,5.605301244472779,5.622260571087709,moe,0.016959326614930603,0.002879645192352953,-0.07316396072764952,"eml[sub[x,1],eml[x,1]]",-0.00605829707405553,False,results/zipf_angle1_head_windows_splitfit/summary.json
les_miserables,Les Miserables,575614,22677,full,22677,6.8275718271667,6.802444035183806,6.800381977779332,6.801859574689947,moe,0.0014775969106146647,-0.0005844604938589626,-0.025712252476753683,"eml[sub[x,1],eml[x,1]]",-0.0013088766963406384,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,top50,50,3.8786551158119473,3.8784557993075452,3.887168164326155,3.9063197239025853,zm,0.019151559576430444,0.027863924595040057,0.027664608090637977,"mul[sub[1,x],mul[x,x]]",-0.014130225363536253,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,top100,100,4.205491462818591,4.2049714028330705,4.207124908003498,4.245989250825304,zm,0.03886434282180673,0.04101784799223385,0.04049778800671344,"sub[sqrt[x],pow[x,x]]",-0.018052255094962208,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,top200,200,4.554060788778424,4.553363031613308,4.550178834886374,4.5975674279503185,moe,0.047388593063944384,0.0442043963370109,0.04350663917189479,"sub[sqrt[x],pow[x,x]]",-0.007182314718062605,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,top500,500,5.020728802757466,5.019983249961774,5.012382712569932,5.048017261241689,moe,0.03563454867175775,0.02803401127991556,0.027288458484223455,"eml[sub[x,1],eml[x,1]]",-0.009536351069770237,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,top1000,1000,5.436133827535233,5.435461614685787,5.426234252905923,5.435170308688973,moe,0.008936055783050456,-0.00029130599681348457,-0.000963518846259781,"eml[sub[x,1],eml[x,1]]",-0.010055556777750746,False,results/zipf_angle1_head_windows_splitfit/summary.json
decline_and_fall_vol1,Decline and Fall Vol 1,262698,15983,full,15983,6.721170793180686,6.7211701084082005,6.721115289041511,6.717869269968219,softk,-0.003246019073292139,-0.003300838439981746,-0.003301523212467572,"sub[pow[x,x],sqrt[x]]",-3.291230885033025e-05,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,top50,50,4.453895568875522,4.352075402886931,4.3960579430408355,4.360680159222673,zm,-0.03537778381816281,0.008604756335741648,-0.09321540965284925,"div[sub[x,1],eml[1,x]]",-0.016187483773597716,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,top100,100,4.820690730674891,4.674715912867123,4.703626031731037,4.686633683866927,zm,-0.01699234786411008,0.011917770999803956,-0.13405704680796404,"mul[sub[1,x],mul[x,x]]",-0.019719263491409886,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,top200,200,5.127952150927283,4.968084763530409,4.980020244235746,4.981817292351563,zm,0.001797048115816935,0.013732528821154055,-0.14613485857571984,"eml[sub[x,1],eml[x,1]]",-0.016781660722538075,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,top500,500,5.517675538181122,5.363260635249666,5.356437245974481,5.371154509713109,moe,0.014717263738627473,0.00789387446344314,-0.14652102846801363,"eml[sub[x,1],eml[x,1]]",-0.014492800456153185,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,top1000,1000,5.813055776984534,5.6752215463133915,5.660336761732009,5.671226523200708,moe,0.010889761468699355,-0.0039950231126830715,-0.1418292537838255,"sub[pow[x,x],sqrt[x]]",-0.013520287914714442,False,results/zipf_angle1_head_windows_splitfit/summary.json
emile,Emile,252843,11174,full,11174,6.550809484270299,6.487121711325544,6.489192155925541,6.489722409140335,zm,0.000530253214794385,0.0026006978147909976,-0.06108707512996325,"eml[sub[x,1],eml[x,1]]",-0.0014853490399472646,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,top50,50,4.433003532341992,4.404113010404813,4.446221628751971,4.398277861568598,softk,-0.0479437671833729,-0.005835148836214721,-0.03472567077339406,"eml[sub[x,1],eml[x,1]]",-0.04073608901014368,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,top100,100,4.781817817356673,4.728558905256893,4.763646609696205,4.732321679565584,zm,-0.0313249301306211,0.003762774308690986,-0.04949613779108919,"eml[sub[x,1],eml[x,1]]",-0.03159346187634234,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,top200,200,5.121338797601226,5.055669882128655,5.079755953310781,5.067297328551951,zm,-0.012458624758830084,0.011627446423295495,-0.05404146904927476,"eml[sub[x,1],eml[x,1]]",-0.02684189722383673,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,top500,500,5.540257780766808,5.470330416503,5.479895027031668,5.483134024528556,zm,0.003238997496887386,0.012803608025556024,-0.05712375623825228,"eml[sub[x,1],eml[x,1]]",-0.01896928233583027,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,top1000,1000,5.862616264961333,5.795471764045913,5.795661043640454,5.801951464355526,zm,0.0062904207150724645,0.006479700309613534,-0.06066480060580659,"sub[pow[x,x],sqrt[x]]",-0.01700065562211652,False,results/zipf_angle1_head_windows_splitfit/summary.json
ulysses,Ulysses,268854,28990,full,28990,7.366644172022561,7.351230348257138,7.360040275685457,7.353701494174882,zm,-0.006338781510574876,0.002471145917744444,-0.012942677847678219,"eml[sub[x,1],eml[x,1]]",-0.0014928215431750796,False,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,top50,50,4.199280129026332,4.179861349926951,4.2017972007545366,4.191279487394818,zm,-0.010517713359718961,0.011418137467866352,-0.00800064163151415,"mul[sub[1,x],mul[x,x]]",-0.004929454671550565,False,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,top100,100,4.524377163549808,4.4930209939628405,4.505934752337151,4.512733457779536,zm,0.0067987054423852555,0.019712463816695447,-0.01164370577027185,"mul[sub[1,x],mul[x,x]]",0.006184571594613317,True,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,top200,200,4.8378762335872985,4.8016944135777,4.805482678235805,4.823545695858322,zm,0.018063017622517386,0.02185128228062183,-0.01433053772897619,"eml[sub[x,1],eml[x,1]]",-0.01053805770801948,False,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,top500,500,5.2852761238213,5.249569965283401,5.242888594525398,5.261193673448403,moe,0.018305078923005702,0.011623708165002355,-0.024082450372897135,"sub[pow[x,x],sqrt[x]]",-0.008540057012270022,False,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,top1000,1000,5.638997221039041,5.6078190570994835,5.596484838477382,5.604444614724925,moe,0.007959776247543182,-0.0033744423745583063,-0.03455260631411594,"sub[pow[x,x],sqrt[x]]",-0.0005857657114070255,False,results/zipf_angle1_head_windows_splitfit/summary.json
collected_poe,Collected Poe,91801,9312,full,9312,6.6683107797436625,6.664039209234085,6.666311949576639,6.671484550103681,zm,0.00517260052704227,0.007445340869596251,0.0031737703600187572,"sub[pow[x,x],sqrt[x]]",-0.0014374047840695625,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,top50,50,4.237266403795237,4.1256637674863175,4.164913281864689,4.162561069512414,zm,-0.0023522123522754512,0.03689730202609631,-0.07470533428282344,"mul[sub[x,1],mul[x,x]]",-0.029716254018627264,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,top100,100,4.61693450370177,4.4726797687925375,4.491174500901497,4.515502094982316,zm,0.02432759408081875,0.04282232618977844,-0.1014324087194538,"eml[sub[x,1],eml[x,1]]",-0.028501125662964352,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,top200,200,4.968923956673797,4.820424918279281,4.819804924879465,4.8402951780640375,moe,0.020490253184572538,0.019870259784756428,-0.12862877860975974,"eml[sub[x,1],eml[x,1]]",-0.022200029145755883,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,top500,500,5.413707281053986,5.287810156049993,5.272362574611397,5.26446786400104,softk,-0.007894710610356626,-0.02334229204895255,-0.14923941705294563,"eml[sub[x,1],eml[x,1]]",-0.01860951240714815,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,top1000,1000,5.678730166041172,5.578195730670632,5.562268670457861,5.542982838965928,softk,-0.01928583149193308,-0.03521289170470343,-0.13574732707524362,"eml[sub[x,1],eml[x,1]]",-0.015609427234011639,False,results/zipf_angle1_head_windows_splitfit/summary.json
principia_ethica,Principia Ethica,98676,3814,full,3814,5.978310064484517,5.917476589984626,5.913923711681961,5.91068217315341,softk,-0.0032415385285506915,-0.006794416831215955,-0.06762789133110658,"sub[pow[x,x],sqrt[x]]",-0.0013513877342089253,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,top50,50,4.045428572319184,3.9829844954016393,4.0158889820988595,4.041621006090192,zm,0.02573202399133212,0.058636510688552246,-0.003807566228992698,"div[sub[x,1],eml[1,x]]",-0.03248781840147491,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,top100,100,4.4602154706948705,4.36755431672522,4.377708135854066,4.406737516984039,zm,0.02902938112997333,0.03918320025881883,-0.053477953710831194,"eml[sub[x,1],eml[x,1]]",-0.028760180575408065,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,top200,200,4.851623238905593,4.751156177262219,4.741349091469067,4.756348870192131,moe,0.014999778723064239,0.0051926929299117575,-0.09527436871346229,"eml[sub[x,1],eml[x,1]]",-0.023210075522457595,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,top500,500,5.307766245707306,5.2183003005275745,5.193841933658381,5.180955823993129,softk,-0.012886109665251944,-0.037344476534445725,-0.12681042171417722,"eml[sub[x,1],eml[x,1]]",-0.01756711716991241,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,top1000,1000,5.585480104735576,5.511309632552731,5.485084370985081,5.461634962853069,softk,-0.023449408132012017,-0.0496746696996615,-0.12384514188250684,"eml[sub[x,1],eml[x,1]]",-0.016402075731143738,False,results/zipf_angle1_head_windows_splitfit/summary.json
critique_of_pure_reason,Critique of Pure Reason,209795,6537,full,6537,6.00665335524234,5.967962608254694,5.9564279569814556,5.952965161503562,softk,-0.003462795477893188,-0.01499744675113135,-0.0536881937387772,"sub[pow[x,x],sqrt[x]]",-0.0015729479215106368,False,results/zipf_angle1_head_windows_splitfit/summary.json
