slug,corpus,zm_rmse,step2_rmse,step10_rmse,poly3_rmse,poly4_rmse,poly5_rmse,poly3_coefficients_json,poly4_coefficients_json,poly5_coefficients_json,poly5_minus_step10_rmse,canonical_source
shakespeare,Shakespeare,0.18443042500644333,0.18285154352815539,0.1598718529967204,0.1687117434863654,0.16870476315388416,0.1505496191235793,"[-15.76345550421728, 34.1678303731674, -23.267018182263783, 4.796014266327424]","[-1.4368269252928114, -11.908838214828487, 30.50826064277595, -21.846285693605708, 4.6152820124357]","[286.43807099534587, -912.078297072259, 1080.512379675886, -574.1448168670508, 126.39631673448858, -7.097188429178873]",-0.0093222338731411,results/zipf_head_poly_decomposition/summary.json
war_and_peace,War and Peace,0.182982301215073,0.18043682215068654,0.14534740465186036,0.15622191680518144,0.154030149020845,0.14581271318709715,"[-19.122079531306888, 41.06785451824614, -27.65578952672728, 5.6201366498798615]","[-22.640939099528854, 41.06804118654485, -15.398628198977011, -6.101606640489508, 2.9526897595006143]","[173.53691338493817, -570.2604457751933, 691.9350738006982, -371.2973430233345, 79.65124963661947, -3.6232873667736625]",0.00046530853523679694,results/zipf_head_poly_decomposition/summary.json
