slug,corpus,step2_expression,step10_expression,grid_min,grid_max,difference_min,difference_max,difference_mean_abs,difference_std,best_poly_degree,best_poly_r2,polyfit_degree3_r2,polyfit_degree4_r2,polyfit_degree5_r2,polyfit_degree3_coefficients_json,polyfit_degree4_coefficients_json,polyfit_degree5_coefficients_json,plot_path,canonical_source
shakespeare,Shakespeare,"sub[sub[x,1],log[x]]","add[add[add[div[add[mul[mul[mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]],log[div[1,add[x,x]]]],sub[sub[div[pow[x,x],add[x,x]],div[add[x,x],eml[x,x]]],div[add[1,neg[x]],add[neg[x],neg[x]]]]],add[mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]],mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]]]],neg[neg[mul[sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]],sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]]]]]],mul[sub[add[mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]],mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]]],neg[add[mul[mul[log[x],pow[x,x]],mul[pow[x,x],pow[x,x]]],mul[mul[log[x],log[x]],sub[pow[x,x],mul[x,x]]]]]],add[neg[mul[log[log[eml[x,x]]],log[log[eml[x,x]]]]],add[mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]],mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]]]]]],add[add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]],add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]]]],add[add[add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]],add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]]],add[add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]],add[add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]],add[neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]],neg[mul[mul[sub[1,pow[x,x]],sub[1,pow[x,x]]],mul[sub[1,pow[x,x]],sub[1,pow[x,x]]]]]]]]]]",0.05,0.95,-0.30987895967426043,1.5790524589616242,0.46299206261854753,0.5828438529308236,5,0.9772794594503794,0.950717441104661,0.9762362479804514,0.9772794594503794,"[5.651116680379736, -3.819900976157083, -2.9803460688157934, 1.7524048278508084]","[-29.682476142536558, 65.01606896545326, -43.181288236247035, 6.698565048737286, 1.0830858918518915]","[26.513198154621524, -95.96547152909062, 125.32168774967644, -67.35672102602751, 10.760799833565736, 0.8717741181825884]",/Volumes/External2TB/emlexperiment/results/zipf_step10_ablation/shakespeare_step10_ablation.svg,results/zipf_step10_ablation/summary.json
war_and_peace,War and Peace,"sub[sub[x,1],log[x]]","add[sub[add[add[add[mul[div[add[mul[log[x],log[x]],log[sqrt[x]]],mul[div[sqrt[x],add[x,x]],div[sqrt[x],add[x,x]]]],div[add[mul[log[x],log[x]],log[sqrt[x]]],mul[div[sqrt[x],add[x,x]],div[sqrt[x],add[x,x]]]]],add[mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]],mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]]]],sub[mul[div[add[mul[log[x],log[x]],log[sqrt[x]]],mul[div[sqrt[x],add[x,x]],div[sqrt[x],add[x,x]]]],div[add[mul[log[x],log[x]],log[sqrt[x]]],mul[div[sqrt[x],add[x,x]],div[sqrt[x],add[x,x]]]]],add[sub[mul[sub[1,pow[x,x]],div[pow[x,x],eml[x,x]]],mul[div[log[x],div[1,x]],div[log[x],div[1,x]]]],add[mul[div[log[x],eml[x,x]],div[log[x],eml[x,x]]],mul[div[log[x],eml[x,x]],div[log[x],eml[x,x]]]]]]],add[sub[div[mul[sub[div[mul[x,x],add[x,x]],div[pow[x,x],add[x,x]]],mul[add[neg[x],pow[x,x]],div[mul[x,x],eml[x,x]]]],mul[sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]],sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]]]],mul[mul[sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]],sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]],sqrt[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],add[mul[div[log[x],eml[x,x]],div[log[x],eml[x,x]]],mul[div[log[x],eml[x,x]],div[log[x],eml[x,x]]]]]]]],mul[mul[mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]],mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]]],add[add[mul[mul[neg[add[1,neg[x]]],neg[add[1,neg[x]]]],mul[neg[add[1,neg[x]]],neg[add[1,neg[x]]]]],sub[mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[mul[sub[1,x],sub[x,1]],mul[sub[1,x],sub[x,1]]]],add[mul[sub[sub[x,1],log[x]],add[neg[x],sqrt[x]]],mul[sub[sub[x,1],log[x]],add[neg[x],sqrt[x]]]]]],sub[add[mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]],mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]]],mul[mul[sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]],sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]]]]],sub[sub[div[neg[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[add[neg[x],sqrt[x]],log[add[x,x]]],mul[log[sqrt[x]],log[eml[x,x]]]]]],neg[neg[mul[sub[log[eml[x,x]],div[add[x,x],eml[x,x]]],sub[div[1,add[x,x]],div[1,eml[x,x]]]]]]],mul[mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]],mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],sub[mul[sub[log[eml[x,x]],mul[pow[x,x],pow[x,x]]],mul[sub[sqrt[x],mul[x,x]],div[pow[x,x],eml[x,x]]]],mul[add[sub[1,sqrt[x]],log[sqrt[x]]],sub[log[eml[x,x]],div[mul[x,x],1]]]]]]],mul[mul[mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]],mul[mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]],mul[mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]]],add[add[mul[mul[neg[add[1,neg[x]]],neg[add[1,neg[x]]]],mul[neg[add[1,neg[x]]],neg[add[1,neg[x]]]]],sub[mul[mul[eml[neg[x],add[x,x]],eml[neg[x],add[x,x]]],mul[mul[sub[1,x],sub[x,1]],mul[sub[1,x],sub[x,1]]]],add[mul[sub[sub[x,1],log[x]],add[neg[x],sqrt[x]]],mul[sub[sub[x,1],log[x]],add[neg[x],sqrt[x]]]]]],sub[add[mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]],mul[mul[div[mul[x,x],1],div[log[x],add[1,x]]],mul[mul[log[x],add[x,x]],mul[log[x],add[x,x]]]]],mul[mul[sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]],sub[mul[pow[x,x],pow[x,x]],log[add[x,x]]]],mul[mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]],mul[mul[mul[x,x],mul[x,x]],mul[mul[x,x],mul[x,x]]]]]]]]]]",0.05,0.95,-0.37054314108379605,3.3457021439167356,0.8438482388623663,1.218363320022437,5,0.9927384752120223,0.8837333536553297,0.9592845620950889,0.9927384752120223,"[2.1970234910566724, 7.1950439831108195, -12.774603926050109, 4.254234059389564]","[-106.76164273890988, 215.72030896887773, -134.37961253105712, 22.038409849206886, 1.8468341921965066]","[313.85134815441046, -891.3900131249379, 929.5911760870055, -420.5575428222188, 70.12532325372835, -0.6545798077384029]",/Volumes/External2TB/emlexperiment/results/zipf_step10_ablation/war_and_peace_step10_ablation.svg,results/zipf_step10_ablation/summary.json
