ablation,historical_case,token_count,unique_words,zm_a,zm_b,zm_c,zm_rmse,step2_winner,step2_winner_display,step2_rmse,step2_helpful,rmse_delta_step2_minus_zm
remove_top_100,remove_top100,471786,24358,18.16611811813804,1.8248614760542943,607.061047283561,0.16282825634560857,"eml[sub[x,1],eml[x,1]]","EML((x-1),EML(x,1))",0.16300643005816945,False,0.0001781737125608751
remove_top_50,remove_top50,577125,24408,17.811973661498556,1.78937187681496,454.069761577837,0.16868693676689508,"sub[sub[x,1],log[x]]",((x-1)-log(x)),0.1685087966145515,True,-0.0001781401523435755
top_100_only,only_top100,516884,100,12.311356076902625,1.069559752005782,5.320352416124492,0.04393090866192364,"eml[sub[x,1],eml[x,1]]","EML((x-1),EML(x,1))",0.07784239095724653,False,0.03391148229532289
