transition_fraction,sigmoid_width,tail_slope_b2,tail_head_slope_contrast,transition_k,single_zm_c,theta_deg,angle_r2,winner_full,winner_top100,flip_lambda,source_model
0.45,1.7,2.4,0.59999999997981,63.78113270551673,143.91432811402282,-1.29628485848983,0.95528175252774,exp,xpow,0.65,legacy_coupled_logistic
0.45,1.7,2.6,0.39999999997980984,63.78113270551673,157.58510486742094,2.1110468118743406,0.9479522533847317,exp,xpow,0.65,legacy_coupled_logistic
0.5,0.2,1.6,1.3999999999798098,101.20770721639731,0.0,-31.482711469801032,0.9205462280738216,is,is,0.0,legacy_coupled_logistic
0.5,0.2,1.8,1.1999999999798099,101.20770721639731,0.0,-31.952353392504836,0.9169676840418937,xpow,is,0.0,legacy_coupled_logistic
0.5,0.2,2.0,0.9999999999798099,101.20770721639731,0.0,-32.43427660697491,0.9130542229693026,xpow,is,0.0,legacy_coupled_logistic
0.5,0.2,2.2,0.7999999999798098,101.20770721639731,0.0,-32.928898297850935,0.9087667532930798,xpow,is,0.0,legacy_coupled_logistic
0.5,0.2,2.4,0.59999999997981,101.20770721639731,0.0,-33.43665034839783,0.9040617087554872,xpow,is,0.0,legacy_coupled_logistic
0.5,0.2,2.6,0.39999999997980984,101.20770721639731,0.0,-33.95797962039829,0.8988909371735687,xpow,is,0.0,legacy_coupled_logistic
0.5,0.5,1.6,1.3999999999798098,101.20770721639731,0.0,-36.597670173817335,0.8856213290744297,xpow,is,0.0,legacy_coupled_logistic
0.5,0.5,1.8,1.1999999999798099,101.20770721639731,0.0,-38.389851978806234,0.8475932676252329,xpow,exp,0.0,legacy_coupled_logistic
0.5,0.5,2.0,0.9999999999798099,101.20770721639731,0.0,-40.42678284924946,0.7958789855213693,xpow,exp,0.0,legacy_coupled_logistic
0.5,0.5,2.2,0.7999999999798098,101.20770721639731,0.0,-42.75589983923581,0.7366042492959088,xpow,exp,0.0,legacy_coupled_logistic
0.5,0.5,2.4,0.59999999997981,101.20770721639731,0.274622440929496,-44.756583906448725,0.6720216937153876,xpow,exp,0.0,legacy_coupled_logistic
0.5,0.5,2.6,0.39999999997980984,101.20770721639731,0.7451753145718478,-46.9341164882518,0.6132059277506035,xpow,exp,0.0,legacy_coupled_logistic
0.5,0.8,1.6,1.3999999999798098,101.20770721639731,1.6863923948691348,-37.978669370315075,0.8545589750873871,exp,xpow,0.8500000000000001,legacy_coupled_logistic
0.5,0.8,1.8,1.1999999999798099,101.20770721639731,6.0077861231867224,-33.02164494361447,0.8414152857247132,exp,xpow,0.7000000000000001,legacy_coupled_logistic
0.5,0.8,2.0,0.9999999999798099,101.20770721639731,13.596109036386444,-24.142720415732086,0.8518808548911027,exp,xpow,0.6000000000000001,legacy_coupled_logistic
0.5,0.8,2.2,0.7999999999798098,101.20770721639731,23.43588846323532,-15.9447540569404,0.8539361481649446,exp,xpow,0.45,legacy_coupled_logistic
0.5,0.8,2.4,0.59999999997981,101.20770721639731,33.69193427685917,-10.251825477074686,0.8481983919118677,exp,xpow,0.35000000000000003,legacy_coupled_logistic
0.5,0.8,2.6,0.39999999997980984,101.20770721639731,44.23431809055667,-6.156872963911414,0.8416101939682283,exp,xpow,0.15000000000000002,legacy_coupled_logistic
0.5,1.1,1.6,1.3999999999798098,101.20770721639731,23.43588846323532,-18.798566922881875,0.9607655604821516,exp,xpow,0.8,legacy_coupled_logistic
0.5,1.1,1.8,1.1999999999798099,101.20770721639731,63.5922013465231,-17.843123401779124,0.9670604957537049,exp,is,0.8,legacy_coupled_logistic
0.5,1.1,2.0,0.9999999999798099,101.20770721639731,100.10586255530707,-18.531210581600167,0.9695938745520659,exp,is,0.8,legacy_coupled_logistic
0.5,1.1,2.2,0.7999999999798098,101.20770721639731,143.91432811402282,-19.499759595853114,0.9731354921405923,is,is,0.9,legacy_coupled_logistic
0.5,1.1,2.4,0.59999999997981,101.20770721639731,172.55450240090693,-19.5093798524594,0.97281762512001,is,is,0.9,legacy_coupled_logistic
0.5,1.1,2.6,0.39999999997980984,101.20770721639731,206.89431475672052,-19.760449507425335,0.9736256881234495,is,is,0.9500000000000001,legacy_coupled_logistic
0.5,1.4,1.6,1.3999999999798098,101.20770721639731,63.5922013465231,-17.25251104466776,0.9810227232806006,exp,is,0.9500000000000001,legacy_coupled_logistic
0.5,1.4,1.8,1.1999999999798099,101.20770721639731,143.91432811402282,-20.303437132896658,0.9872474343764058,is,is,1.05,legacy_coupled_logistic
0.5,1.4,2.0,0.9999999999798099,101.20770721639731,206.89431475672052,-21.160473185048325,0.9889244434956567,is,is,1.05,legacy_coupled_logistic
0.5,1.4,2.2,0.7999999999798098,101.20770721639731,271.6326363120787,-21.728803028958904,0.9900924417452365,is,is,1.05,legacy_coupled_logistic
0.5,1.4,2.4,0.59999999997981,101.20770721639731,325.6898392878657,-21.9539339883789,0.9905106553968482,is,is,1.05,legacy_coupled_logistic
0.5,1.4,2.6,0.39999999997980984,101.20770721639731,390.50488503703775,-22.268418910556527,0.9911937693201449,is,is,1.05,legacy_coupled_logistic
0.5,1.7,1.6,1.3999999999798098,101.20770721639731,58.07546936479891,-14.174404179262087,0.9834514868111329,exp,is,0.9500000000000001,legacy_coupled_logistic
