grid_index,domain_value,sr_x,log_p_emp,log_p_fit,residual
98,-2.4198176573757717,0.73090776974315008,-2.319617483153896,-2.5728095532313935,0.25319207007749744
99,-2.4078185155850802,0.73241548569606063,-2.3051559398204766,-2.5612878999454969,0.25613196012502026
100,-2.3958193737943878,0.73390804846842783,-2.2908381658401451,-2.5498225575052897,0.25898439166514464
101,-2.3838202320036963,0.73538575962362263,-2.2766699658416263,-2.538413525910773,0.26174356006914667
102,-2.3718210902130039,0.73684891181152079,-2.2626570680267215,-2.5270608051619448,0.26440373713522325
103,-2.3598219484223124,0.73829778911636024,-2.2488050743435481,-2.5157643952588078,0.26695932091525965
104,-2.34782280663162,0.73973266738779242,-2.2351194137396941,-2.5045242962013594,0.26940488246166527
105,-2.3358236648409285,0.7411538145560953,-2.221605298858492,-2.4933405079896014,0.27173520913110938
106,-2.3238245230502361,0.74256149093244461,-2.2082676864801631,-2.4822130306235328,0.27394534414336968
107,-2.3118253812595446,0.74395594949508859,-2.1951112419482817,-2.4711418641031546,0.27603062215487295
108,-2.2998262394688527,0.7453374361622106,-2.182140307762197,-2.4601270084284659,0.27798670066626885
109,-2.2878270976781607,0.7467061900522175,-2.1693588764580807,-2.4491684635994666,0.27980958714138593
110,-2.2758279558874688,0.7480624437321427,-2.1567705678454647,-2.4382662296161577,0.28149566177069296
111,-2.2638288140967768,0.74940642345480712,-2.1443786106131215,-2.4274203064785378,0.28304169586541628
112,-2.2518296723060849,0.750738349385347,-2.1321858282679926,-2.4166306941866083,0.28444486591861562
113,-2.2398305305153929,0.75205843581767151,-2.1201946293239953,-2.4058973927403677,0.28570276341637246
114,-2.227831388724701,0.75336689138138435,-2.1084070016140837,-2.3952204021398176,0.2868134005257339
115,-2.215832246934009,0.75466391923967113,-2.0968245105588146,-2.3845997223849573,0.28777521182614274
116,-2.2038331051433171,0.75594971727861804,-2.0854483011885652,-2.3740353534757865,0.28858705228722137
117,-2.1918339633526251,0.75722447828840544,-2.074279103683963,-2.3635272954123057,0.28924819172834271
118,-2.1798348215619332,0.75848839013679048,-2.0633172421706192,-2.3530755481945147,0.28975830602389552
119,-2.1678356797712413,0.75974163593527044,-2.052562646479656,-2.3426801118224132,0.29011746534275717
120,-2.1558365379805493,0.76098439419829245,-2.0420148665652484,-2.3323409862960016,0.29032611973075317
121,-2.1438373961898574,0.76221683899585746,-2.0316730892542156,-2.3220581716152795,0.29038508236106386
122,-2.1318382543991659,0.76343914009984326,-2.0215361569909169,-2.3118316677802477,0.2902955107893308
123,-2.1198391126084735,0.76465146312435528,-2.0116025882334831,-2.3016614747909054,0.29005888655742229
124,-2.107839970817782,0.76585396966039576,-2.0018705991543433,-2.2915475926472531,0.28967699349290976
125,-2.0958408290270896,0.76704681740512271,-1.9923381262998199,-2.2814900213492901,0.28915189504947025
126,-2.0838416872363981,0.76823016028596014,-1.9830028498696308,-2.2714887608970171,0.2884859110273863
127,-2.0718425454457057,0.76940414857980255,-1.9738622172876032,-2.2615438112904336,0.28768159400283033
128,-2.0598434036550142,0.77056892902754415,-1.9649134667498449,-2.2516551725295404,0.28674170577969549
129,-2.0478442618643218,0.77172464494415172,-1.9561536504554917,-2.2418228446143367,0.28566919415884495
130,-2.0358451200736303,0.7728714363244874,-1.9475796572478108,-2.2320468275448233,0.28446717029701252
131,-2.0238459782829379,0.77400943994507643,-1.9391882344197771,-2.2223271213209985,0.28313888690122146
132,-2.0118468364922464,0.77513878946200732,-1.9309760084674301,-2.2126637259428645,0.28168771747543442
133,-1.9998476947015542,0.77625961550513378,-1.9229395046061719,-2.20305664141042,0.2801171368042481
134,-1.9878485529108623,0.77737204576875196,-1.9150751648990234,-2.1935058677236654,0.278430702824642
135,-1.9758494111201703,0.77847620509890558,-1.9073793648810726,-2.1840114048826003,0.27663204000152763
136,-1.9638502693294784,0.7795722155774677,-1.8998484286003052,-2.1745732528872246,0.27472482428691936
137,-1.9518511275387866,0.78066019660314512,-1.8924786420310131,-2.1651914117375393,0.27271276970652614
138,-1.9398519857480947,0.78174026496953586,-1.8852662648512633,-2.1558658814335434,0.27059961658228016
139,-1.9278528439574028,0.78281253494036784,-1.878207540609778,-2.1465966619752379,0.26838912136545989
140,-1.9158537021667108,0.78387711832204188,-1.8712987053396126,-2.1373837533626214,0.26608504802300881
141,-1.9038545603760189,0.78493412453359346,-1.864535994704859,-2.1282271555956953,0.26369116089083633
142,-1.8918554185853269,0.7859836606741798,-1.85791564979276,-2.1191268686744582,0.26121121888169818
143,-1.879856276794635,0.78702583158820216,-1.8514339216853468,-2.1100828925989115,0.25864897091356465
144,-1.867857135003943,0.78806073992815717,-1.8450870749629733,-2.1010952273690542,0.25600815240608088
145,-1.8558579932132511,0.78908848621531291,-1.8388713903049543,-2.0921638729848873,0.25329248267993298
146,-1.8438588514225591,0.79010916889830141,-1.8327831663616578,-2.0832888294464094,0.25050566308475153
147,-1.8318597096318672,0.79112288440970957,-1.8268187210760409,-2.0744700967536218,0.24765137567758089
148,-1.8198605678411752,0.7921297272207537,-1.8209743926320563,-2.0657076749065233,0.244733282274467
149,-1.8078614260504833,0.79312978989411154,-1.8152465402020421,-2.0570015639051151,0.241755023703073
150,-1.7958622842597913,0.79412316313498732,-1.8096315446559958,-2.0483517637493964,0.23872021909340058
151,-1.7838631424690996,0.79510993584048184,-1.8041258093827184,-2.0397582744393681,0.2356324650566497
152,-1.7718640006784077,0.79609019514733093,-1.7987257613562722,-2.0312210959750292,0.23249533461875704
153,-1.7598648588877157,0.7970640264780805,-1.7934278525630356,-2.0227402283563802,0.22931237579334462
154,-1.7478657170970238,0.79803151358575697,-1.7882285618835625,-2.0143156715834207,0.22608710969985824
155,-1.7358665753063318,0.79899273859709063,-1.7831243975020632,-2.0059474256561511,0.22282302815408794
156,-1.7238674335156399,0.79994778205435213,-1.7781118998941214,-1.9976354905745712,0.2195235906804498
157,-1.7118682917249479,0.80089672295584879,-1.7731876454215689,-1.9893798663386812,0.21619222091711232
158,-1.699869149934256,0.80183963879513864,-1.7683482505425994,-1.9811805529484807,0.21283230240588136
159,-1.687870008143564,0.80277660559900443,-1.7635903766265217,-1.9730375504039703,0.20944717377744859
160,-1.6758708663528721,0.80370769796423902,-1.7589107353455047,-1.9649508587051494,0.20604012335964472
161,-1.6638717245621801,0.8046329890932854,-1.7543060946019102,-1.9569204778520184,0.20261438325010817
162,-1.6518725827714882,0.8055525508287702,-1.7497732849390133,-1.9489464078445771,0.19917312290556377
163,-1.6398734409807962,0.80646645368697845,-1.7453092063751219,-1.9410286486828257,0.19571944230770377
164,-1.6278742991901043,0.80737476689030196,-1.7409108355975103,-1.9331672003667639,0.19225636476925367
165,-1.6158751573994126,0.80827755839870219,-1.7365752334513089,-1.9253620628963921,0.18878682944508318
166,-1.6038760156087206,0.80917489494022332,-1.7322995526615677,-1.91761323627171,0.18531368361014233
167,-1.5918768738180287,0.81006684204058699,-1.7280810457315172,-1.9099207204927175,0.18183967476120033
168,-1.5798777320273367,0.81095346405190671,-1.7239170729682443,-1.902284515559415,0.17836744259117077
169,-1.5678785902366448,0.81183482418054687,-1.7198051105962335,-1.8947046214718022,0.17489951087556865
170,-1.5558794484459528,0.81271098451416257,-1.7157427589300929,-1.887181038229879,0.17143827929978617
171,-1.5438803066552609,0.81358200604794395,-1.7117277505890371,-1.8797137658336456,0.16798601524460843
172,-1.5318811648645689,0.8144479487100984,-1.7077579587464604,-1.8723028042831023,0.16454484553664184
173,-1.519882023073877,0.81530887138659203,-1.7038314054180295,-1.8649481535782484,0.16111674816021893
174,-1.507882881283185,0.81616483194517786,-1.6999462697996184,-1.8576498137190844,0.15770354391946606
175,-1.4958837394924931,0.81701588725873697,-1.6961008966723687,-1.8504077847056102,0.15430688803324144
176,-1.4838845977018011,0.81786209322795389,-1.6922938048946667,-1.8432220665378256,0.15092826164315887
177,-1.4718854559111092,0.81870350480334997,-1.6885236960004246,-1.8360926592157309,0.14756896321530633
178,-1.4598863141204172,0.81954017600669515,-1.6847894629182958,-1.829019562739326,0.14423009982103019
179,-1.4478871723297253,0.82037215995182056,-1.6810901988185163,-1.8220027771086109,0.14091257829009463
180,-1.4358880305390334,0.82119950886485216,-1.6774252060816577,-1.8150423023235855,0.13761709624192786
181,-1.4238888887483414,0.82202227410388251,-1.6737940053678619,-1.8081381383842499,0.13434413301638792
182,-1.4118897469576495,0.82284050617810156,-1.6701963447461119,-1.8012902852906041,0.13109394054449219
183,-1.3998906051669575,0.82365425476640286,-1.6666322088212109,-1.794498743042648,0.12786653422143712
184,-1.3878914633762656,0.82446356873548254,-1.6631018277723832,-1.7877635116403816,0.12466168386799836
185,-1.3758923215855736,0.82526849615744868,-1.6596056861924089,-1.7810845910838051,0.12147890489139623
186,-1.3638931797948821,0.82606908432695536,-1.6561445315908065,-1.7744619813729188,0.11831744978211223
187,-1.3518940380041902,0.82686537977787733,-1.6527193824003295,-1.7678956825077217,0.11517630010739222
188,-1.3398948962134982,0.82765742829954003,-1.649331535302794,-1.7613856944882145,0.1120541591854205
189,-1.3278957544228063,0.82844527495251974,-1.6459825716707044,-1.754932017314397,0.10894944564369258
190,-1.3158966126321143,0.8292289640840258,-1.6426743629044347,-1.7485346509862694,0.10586028808183467
191,-1.3038974708414224,0.83000853934287988,-1.6394090744332319,-1.7421935955038315,0.10278452107059954
192,-1.2918983290507304,0.83078404369410386,-1.6361891681418752,-1.7359088508670832,0.099719682725208036
193,-1.2798991872600385,0.831555519433129,-1.6330174029841087,-1.7296804170760249,0.096663014091916244
194,-1.2679000454693465,0.832323008199637,-1.629896833550142,-1.7235082941306563,0.093611460580514283
195,-1.2559009036786546,0.833086550991047,-1.6268308063673487,-1.7173924820309776,0.090561675663628938
196,-1.2439017618879626,0.83384618817565614,-1.6238229537323214,-1.7113329807769886,0.087510027044667149
197,-1.2319026200972707,0.83460195950544647,-1.6208771848971555,-1.7053297903686893,0.08445260547153377
198,-1.2199034783065787,0.83535390412856703,-1.61799767446337,-1.6993829108060796,0.081385236342709666
199,-1.2079043365158868,0.83610206060150194,-1.6151888478727445,-1.6934923420891599,0.078303494216415359
200,-1.1959051947251949,0.83684646690093401,-1.6124553639239663,-1.6876580842179298,0.075202720293963576
201,-1.1839060529345029,0.83758716043531178,-1.6098020942872218,-1.6818801371923897,0.072078042905167949
202,-1.171906911143811,0.83832417805612891,-1.6072341000340344,-1.6761585010125393,0.068924400978504829
203,-1.159907769353119,0.83905755606892729,-1.6047566052459228,-1.6704931756783787,0.065736570432455954
204,-1.1479086275624271,0.83978733024402719,-1.602374967811562,-1.6648841611899079,0.062509193378345929
205,-1.1359094857717351,0.84051353582699684,-1.6000946475667897,-1.6593314575471267,0.059236809980337091
206,-1.1239103439810432,0.84123620754886652,-1.5979211719743198,-1.6538350647500355,0.055913892775715679
207,-1.1119112021903512,0.84195537963609546,-1.5958600995787653,-1.6483949827986337,0.052534883219868433
208,-1.0999120603996593,0.8426710858202987,-1.5939169815077108,-1.6430112116929221,0.049094230185211307
209,-1.0879129186089673,0.84338335934774067,-1.5920973213189391,-1.6376837514328999,0.045586430113960796
210,-1.0759137768182754,0.84409223298860159,-1.5904065335187731,-1.6324126020185679,0.042006068499794713
211,-1.0639146350275834,0.8447977390460254,-1.5888499010949344,-1.6271977634499253,0.03834786235499088
212,-1.0519154932368915,0.84549990936495101,-1.5874325324201912,-1.6220392357269726,0.034606703306781395
213,-1.0399163514461995,0.8461987753407394,-1.5861593178903026,-1.6169370188497094,0.030777700959406795
214,-1.0279172096555076,0.84689436792759498,-1.585034886661028,-1.6118911128181364,0.026856226157108365
215,-1.0159180678648161,0.84758671764679328,-1.5840635638456724,-1.6069015176322532,0.022837953786580822
216,-1.0039189260741241,0.84827585459471688,-1.5832493285263514,-1.6019682332920595,0.018718904765708144
217,-0.99191978428343219,0.84896180845070501,-1.5825957729202007,-1.5970912597975557,0.014495486877355024
218,-0.97992064249274025,0.8496446084847239,-1.58210606302649,-1.5922705971487414,0.010164534122251379
219,-0.9679215007020483,0.85032428356486112,-1.5817829010632214,-1.587506245345617,0.005723344282395626
220,-0.95592235891135635,0.85100086216464899,-1.5816284899824511,-1.5827982043881825,0.0011697144057314368
221,-0.9439232171206644,0.85167437237022192,-1.5816445003338819,-1.5781464742764379,-0.0034980260574439814
222,-0.93192407532997246,0.85234484188731341,-1.5818320397261705,-1.5735510550103828,-0.0082809847157876426
223,-0.91992493353928051,0.85301229804809298,-1.5821916251162298,-1.5690119465900176,-0.013179678526212157
224,-0.90792579174858856,0.8536767678178534,-1.5827231581384564,-1.5645291490153421,-0.018194009123114308
225,-0.89592664995789661,0.85433827780154703,-1.5834259036694813,-1.5601026622863565,-0.023323241383124804
226,-0.88392750816720467,0.85499685425017768,-1.5842984718093109,-1.5557324864030604,-0.028565985406250549
227,-0.87192836637651272,0.85565252306705164,-1.5853388034470983,-1.5514186213654542,-0.033920182081644157
228,-0.85992922458582077,0.85630530981389053,-1.5865441595694145,-1.5471610671735379,-0.039383092395876673
229,-0.84793008279512883,0.85695523971681187,-1.5879111144601228,-1.5429598238273112,-0.044951290632811558
230,-0.83593094100443688,0.85760233767217742,-1.5894355529338067,-1.5388148913267745,-0.050620661607032158
231,-0.82393179921374493,0.85824662825231646,-1.5911126717386823,-1.5347262696719275,-0.056386402066754826
232,-0.81193265742305298,0.85888813571112443,-1.5929369852592308,-1.5306939588627699,-0.062243026396460843
233,-0.79993351563236104,0.85952688398954091,-1.5949023356425875,-1.5267179588993025,-0.068184376743285036
234,-0.78793437384166909,0.86016289672091184,-1.5970019074657471,-1.5227982697815248,-0.074203637684222334
235,-0.77593523205097714,0.86079619723623491,-1.5992282470508477,-1.5189348915094367,-0.080293355541410927
236,-0.76393609026028519,0.86142680856929688,-1.6015732865235994,-1.5151278240830384,-0.086445462440561061
237,-0.75193694846959325,0.86205475346169835,-1.6040283726930054,-1.5113770675023299,-0.092651305190675437
238,-0.7399378066789013,0.86268005436777684,-1.6065843008088632,-1.5076826217673114,-0.098901679041551782
