slug,name,cutoff,winner,zipf,zm,moe,softk,softk_minus_moe,softk_minus_zm,step2_help,step2_gain
king_james_bible,King James Bible,top50,zm,4.093816083027682,4.043901683848845,4.071734126584886,4.106930087462777,0.0351959608778909,0.0630284036139317,1,0.0008484166561914253
king_james_bible,King James Bible,top100,zm,4.503012163961198,4.413892733278405,4.420783044964394,4.448872099595951,0.028089054631556643,0.034979366317545946,1,0.011807422198793896
king_james_bible,King James Bible,top200,moe,4.865269651820569,4.762391958974505,4.750408508734183,4.759063181811828,0.008654673077645114,-0.003328777162677099,0,-0.00827718666235891
king_james_bible,King James Bible,top500,softk,5.269100507205842,5.170225010729366,5.143056856768994,5.130377318161099,-0.012679538607894614,-0.0398476925682667,1,0.008521043127659209
king_james_bible,King James Bible,top1000,softk,5.534342256285429,5.446932553532536,5.415677384335553,5.398846028430836,-0.01683135590471707,-0.04808652510169953,1,0.010384788481152568
king_james_bible,King James Bible,full,softk,6.080495234984778,6.0351662551816245,6.017965050637185,6.016425262838996,-0.0015397877981895292,-0.018740992342628715,1,0.0894896871269378
federalist_papers,Federalist Papers,top50,zm,3.9622843267298613,3.9393664224900085,3.960439514532199,3.972459442318296,0.01201992778609684,0.033093019828287495,0,-0.026602790576721366
federalist_papers,Federalist Papers,top100,zm,4.318394900171573,4.2841362697511745,4.2920872626111235,4.318818195630321,0.0267309330191976,0.03468192587914665,1,0.002991909032486792
federalist_papers,Federalist Papers,top200,moe,4.654103345743183,4.615970125093551,4.612844204105377,4.642013056265928,0.029168852160551317,0.026042931172376882,0,-0.003253551596295756
federalist_papers,Federalist Papers,top500,moe,5.10360766334545,5.067653945040607,5.0544040279667115,5.068331508583362,0.013927480616650278,0.0006775635427551663,0,-0.00746680449407696
federalist_papers,Federalist Papers,top1000,softk,5.430590360802245,5.400013297415596,5.383913651419427,5.380007979204175,-0.003905672215251954,-0.02000531821142104,0,-0.0005850963132490311
federalist_papers,Federalist Papers,full,moe,6.207760950769132,6.199416070500408,6.196934223897512,6.199844992900314,0.0029107690028018496,0.0004289223999052183,0,-0.0018337847342417835
grimms_fairy_tales,Grimm's Fairy Tales,top50,zm,4.281724170552089,4.213477235752963,4.238581501119786,4.264607438198147,0.026025937078361316,0.05113020244518385,1,0.00230656260209626
