corpus,V,k,rmse,bic,w_gate,w_tail,s
Moby Dick,16956,102.07847284895003,0.11848078119640974,-72246.8037382679,3.1006710908914354,1.9553974398302778,199.6039844706214
Moby Dick,16956,20.0,0.12325211649608252,-70907.91654689345,4.60755022402571,9.999999999999998,199.99999999999997
Moby Dick,16956,195.92769603435266,0.11696739753658422,-72682.76016615603,2.7982795735925183,1.0068712486337952,197.27396394805135
Moby Dick,16956,27.70836049762948,0.12223064328250509,-71190.13921360127,4.301908619151307,7.3003210630649225,202.27992776384056
Moby Dick,16956,73.68062997280774,0.11938847304247327,-71987.99101032235,3.29014703682095,2.7206369846185905,200.45824695401777
Moby Dick,16956,271.4417616594907,0.11642999827194281,-72838.92571380566,2.6408470869166627,0.720746225271855,195.64062509722044
Moby Dick,16956,376.0603093086394,0.11612454443628738,-72928.01067693738,2.4665813349306607,0.514659160324697,193.5428830202302
Moby Dick,16956,141.4213562373095,0.11766432571395619,-72481.30149270766,2.946597355899752,1.4040670940139763,198.5650726836345
King James Bible,12555,53.18295896944989,0.13691455647273543,-49843.73851364433,9.90193908315551,3.1212439333356747,165.99698804023558
Moby Dick,16956,423.40622775409474,0.11609636813945566,-72936.24003554464,2.3984438821182077,0.4549636444381796,192.63444045682485
King James Bible,12555,20.0,0.12104464426896926,-52937.2306873684,5.157066234296726,8.530616823468408,170.61233646936816
King James Bible,12555,27.70836049762948,0.1199365669318171,-53168.15340450468,4.759353777130571,6.1472957685870915,170.33148724156342
Moby Dick,16956,521.0007309586913,0.11620333773098664,-72905.00837271663,2.273545423333162,0.3662630145460789,190.8232983016409
King James Bible,12555,73.68062997280774,0.1161898522581154,-53965.08161463316,3.6686691974938204,2.2929957878882865,168.94937417660358
King James Bible,12555,38.38766207332969,0.1187459347718466,-53418.6704831127,4.369255249541462,4.427897572624873,169.97663571324043
Moby Dick,16956,721.8038036465944,0.11702034671171437,-72667.4122472859,2.067585567571862,0.25952085501888333,187.32314027824634
King James Bible,12555,102.07847284895003,0.1149091590368578,-54243.39120856238,3.3834269943586657,1.6478734004541478,168.2124001667657
King James Bible,12555,141.4213562373095,0.1137149841255498,-54505.70825270839,3.1352139700252657,1.1827867061111577,167.27130011769992
King James Bible,12555,271.4417616594907,0.11200722042357594,-54885.668787576804,2.681737194429141,0.6061421896888618,164.53230378528582
King James Bible,12555,195.92769603435266,0.11270023055219139,-54730.78705646302,2.906659535340888,0.8476055455190235,166.0694016794829
King James Bible,12555,376.0603093086394,0.11189712566484197,-54910.36218601142,2.449534821524802,0.43227204178177314,162.5603577379307
King James Bible,12555,336.73410430578775,0.11184445302847296,-54922.18484259036,2.5297184671775614,0.48490716388437144,163.28477950206366
Moby Dick,16956,1000.0,0.15130223641215643,-63954.34854710368,1.9816042966595702,1.4611110344268645,1461.1110344268645
Federalist Papers,8617,20.0,0.11931511890268026,-36557.71045331047,4.50891184734637,5.702478330543651,114.04956661087303
Federalist Papers,8617,53.18295896944989,0.11620858974755069,-37012.36556048772,3.783090313605597,2.1238069114561573,112.95033583100691
Federalist Papers,8617,102.07847284895003,0.11446135553325906,-37273.45211268527,3.4360477522703383,1.0947153220302248,111.7468682771919
Federalist Papers,8617,73.68062997280774,0.11527010491211818,-37152.11005228236,3.599536289285458,1.525638049666766,112.40997260993306
Federalist Papers,8617,38.38766207332969,0.11722421836466891,-36862.39988792298,3.9950663585561004,2.9538685282064154,113.39210686983161
Federalist Papers,8617,27.70836049762948,0.11827193531901085,-36709.05153940613,4.2383848995942035,4.105397632701121,113.75383759299733
Federalist Papers,8617,208.760943341056,0.11352763513793106,-37414.61530845645,3.084416684209344,0.5252810470437917,109.65816690003957
Federalist Papers,8617,195.92769603435266,0.11353788741345261,-37413.05903769836,3.1185486589602402,0.5608762603721473,109.89119345507852
Federalist Papers,8617,141.4213562373095,0.11384873205926256,-37365.94017049866,3.2808614270663603,0.7843623769888912,110.92559113528884
Federalist Papers,8617,376.0603093086394,0.11495183382111733,-37199.760484789505,2.713612478714754,0.28406138595440567,106.82421266465458
King James Bible,12555,521.0007309586913,0.11287716705988271,-54691.39590587521,2.204864495228326,0.3071436400554785,160.02206097821747
Federalist Papers,8617,271.4417616594907,0.14409753465819433,-33305.26959194774,2.175625805866587,4.213092970597038,1143.6093779740768
Grimm's Fairy Tales,4746,20.0,0.10917774797621073,-20946.48734969207,5.57724932376785,2.9537411842826216,59.07482368565243
Grimm's Fairy Tales,4746,53.18295896944989,0.10819631739323368,-21032.199528631052,4.003712497798581,1.102638031523792,58.64155318868483
Grimm's Fairy Tales,4746,27.70836049762948,0.10883223378536099,-20976.574260565863,5.014912057236839,2.129241136983838,58.99778100993066
Grimm's Fairy Tales,4746,38.38766207332969,0.10848961818284765,-21006.503234241904,4.4459736762267985,1.5333896760205556,58.86324470980959
Grimm's Fairy Tales,4746,73.68062997280774,0.1080212048908371,-21047.574491942145,3.8221873152728754,0.7914292381075958,58.31300484266691
Grimm's Fairy Tales,4746,94.19115163606668,0.10798125266014624,-21051.085809196044,3.7773720270764195,0.6156774933464826,57.99137213471197
