corpus,V,k,rmse,bic,w_gate,w_tail,s
Origin of Species,6887,102.07847284895003,0.1094074902455511,-30397.861669702677,3.9536542871360725,0.8838879936072963,90.22593655695532
Origin of Species,6887,141.4213562373095,0.1093601166112242,-30403.827127375258,3.866718454973695,0.6334415469530121,89.58216266715435
Origin of Species,6887,195.92769603435266,0.10959178752915727,-30374.678840887544,3.5365267857293903,0.4526030448258928,88.67747179087002
Origin of Species,6887,271.4417616594907,0.11029565615670311,-30286.496274137997,3.3674144810452336,0.32224309213392976,87.47023261143546
Origin of Species,6887,376.0603093086394,0.13706338011797692,-27293.696649866728,2.0307852354954554,2.361860560692722,888.2020129979815
Origin of Species,6887,1000.0,0.13451797846278138,-27551.89838544714,1.199310798840145,0.9047522814905339,904.7522814905338
Wealth of Nations,9478,20.0,0.11278987138809621,-41283.917373728014,5.15321611709663,6.386230551821647,127.72461103643295
Origin of Species,6887,521.0007309586913,0.13658059471080483,-27342.299167808153,1.7767904625918785,1.7018508037904432,886.6655127574572
Wealth of Nations,9478,38.38766207332969,0.11156132066494442,-41491.52616849633,4.516504203959109,3.3137237913190094,127.20610910550701
Wealth of Nations,9478,27.70836049762948,0.11217145857039733,-41388.1367335918,4.821905024158407,4.601379522865606,127.49668260597053
Wealth of Nations,9478,53.18295896944989,0.11098432626167075,-41589.82088301692,4.246620730812933,2.3849155208143116,126.83686428907176
Wealth of Nations,9478,102.07847284895003,0.1100598301637594,-41748.385130997165,3.807351453880643,1.2321308132795816,125.77403176971448
Wealth of Nations,9478,73.68062997280774,0.11047172007355167,-41677.57626759038,4.012948898264928,1.7150788784489257,126.3680922171734
Wealth of Nations,9478,141.4213562373095,0.10979447849502459,-41794.142784833,3.6099632824642143,0.8839960905387797,125.01592603247367
Wealth of Nations,9478,195.92769603435266,0.10975056407766756,-41801.726118956765,3.3978871932554737,0.6330688467642701,124.03572057764809
Wealth of Nations,9478,176.1545925000518,0.10973353550996612,-41804.66750314453,3.4701339796334096,0.7061107116619272,124.38464467272836
Wealth of Nations,9478,271.4417616594907,0.11008430956362286,-41744.16942481213,3.1452436679738818,0.452197392861365,122.74525693611771
Wealth of Nations,9478,376.0603093086394,0.13890861181711478,-37335.577714602805,2.110156969646281,3.251834825686931,1222.8860103684326
Canterbury Tales,17653,376.0603093086394,0.11149027526829344,-77366.9271534039,2.8959651934428225,0.5221147113167968,196.34661983238556
Wealth of Nations,9478,521.0007309586913,0.13827040270899224,-37422.870854407316,1.858592091102473,2.360985410269031,1230.075124532971
Wealth of Nations,9478,721.8038036465944,0.11892327028088628,-40280.16011062658,2.180764957126383,0.16030082709774296,115.70574672684593
Wealth of Nations,9478,1000.0,0.13658374101842546,-37655.52341634288,1.4924497054720387,1.2485077494907202,1248.5077494907202
Les Miserables,22677,20.0,0.22529661145707147,-67502.50373749391,9.999999999999998,9.999999999999998,199.99999999999997
Les Miserables,22677,27.70836049762948,0.14509239100531562,-87460.39938174014,9.999999999999664,9.999999999999998,277.0836049762948
The Iliad,12300,271.4417616594907,0.10918832316554623,-54396.40015096661,3.857270484323774,0.5282431654720012,143.38725542030585
The Iliad,12300,141.4213562373095,0.15795663444392857,-45312.938638770946,3.022596189880851,6.567068281557611,928.7237028808948
Les Miserables,22677,53.18295896944989,0.11940681716612378,-96296.91986292582,4.085014784819182,5.419628383389874,288.2318739434897
Les Miserables,22677,38.38766207332969,0.1208060095095781,-95768.55767574853,4.335344896646869,7.530145802351556,289.0646924235736
Les Miserables,22677,73.68062997280774,0.11798804059477547,-96839.03740797206,3.8475703880756735,3.8986525526291853,287.25517612281334
Origin of Species,6887,721.8038036465944,0.13579469273092037,-27421.785409114036,1.4590460416123274,1.2389069924030376,894.2477794808749
Les Miserables,22677,102.07847284895003,0.11659005959653555,-97379.62308740072,3.624246169595201,2.802828916014263,286.108495403614
Les Miserables,22677,141.4213562373095,0.11526665211156212,-97897.37799280034,3.414400799960916,2.013527358924791,284.7557699200718
Les Miserables,22677,271.4417616594907,0.1131325778135131,-98744.94321925189,3.021660722109307,1.0360344858613042,281.2230259821771
Les Miserables,22677,195.92769603435266,0.11408569743041402,-98364.44529844624,3.215519438724516,1.445173339247397,283.14948272901444
Les Miserables,22677,521.0007309586913,0.11244724931756213,-99020.52179939645,2.613715682330549,0.5297060336857847,275.977230743523
The Iliad,12300,376.0603093086394,0.11480833784156105,-53161.72655305087,0.20838684457361317,0.3833621819435281,144.16730071891806
Decline and Fall Vol 1,15983,27.70836049762948,0.1172911519292652,-68419.09184233155,4.465681537578576,6.817168934029251,188.892574397323
Decline and Fall Vol 1,15983,20.0,0.11873096311600959,-68029.08114080591,4.713560350928135,9.469498249511682,189.38996499023364
Decline and Fall Vol 1,15983,38.38766207332969,0.11582586595279243,-68820.94966312572,4.222659780506513,4.905545540089632,188.31242447829038
Decline and Fall Vol 1,15983,53.18295896944989,0.11436734244624083,-69226.03360682906,3.9857866384314606,3.528049244836634,187.63209823034538
Decline and Fall Vol 1,15983,73.68062997280774,0.11296112770697386,-69621.51098527636,3.759040050041771,2.5357494820980295,186.83561929420378
Decline and Fall Vol 1,15983,141.4213562373095,0.11056183636971793,-70307.7822415042,3.338164519611259,1.3067074207012757,184.79633564093098
Decline and Fall Vol 1,15983,195.92769603435266,0.1097378534468549,-70546.90705336588,3.1400033998265977,0.9364363742943456,183.47382129825382
Decline and Fall Vol 1,15983,102.07847284895003,0.11166744227766998,-69989.71353104194,3.5435964378305798,1.8211682777405689,185.90207659270973
Decline and Fall Vol 1,15983,376.0603093086394,0.10951923729751065,-70610.65218582243,2.737941442326141,0.4782933837165143,179.86715782070812
The Iliad,12300,195.92769603435266,0.10873118070119805,-54499.61001441965,4.063470569014146,0.7382007278065581,144.63396781002123
Decline and Fall Vol 1,15983,271.4417616594907,0.10932112396393825,-70668.52900995579,2.942990478131283,0.6699995262338339,181.865851711936
Emile,11174,20.0,0.11593543667737377,-48069.83120031547,4.730695413872822,6.907981026494378,138.15962052988755
Jane Eyre,12541,1000.0,0.12213978348975275,-52652.20957686904,1.3043261911695652,0.13683783586044548,136.8378358604455
Emile,11174,27.70836049762948,0.11485224893658812,-48279.61065467819,4.264805057966197,4.97615241281496,137.88102494542568
Emile,11174,38.38766207332969,0.11366355771133331,-48512.111955121916,3.8025565263969736,3.582014310484705,137.5051548927179
Emile,11174,73.68062997280774,0.11119377852441617,-49003.06187002355,3.1500334034160082,1.8517958461767172,136.4414845273291
Emile,11174,53.18295896944989,0.11241165554304691,-48759.620695517086,3.4083095027459103,2.5765295853373074,137.02746722056776
Emile,11174,102.07847284895003,0.11010282379006649,-49223.407358030934,2.993075481086535,1.329607127169477,135.7242650305399
Emile,11174,141.4213562373095,0.10919587893180394,-49408.25586827614,2.8758785457531544,0.9535244936965753,134.84872710406356
The Iliad,12300,73.68062997280774,0.10843890487281914,-54565.82530093252,4.237081695727425,1.9908446847719639,146.68669055201414
The Iliad,12300,102.07847284895003,0.10843284215359086,-54567.20070270891,4.113233805227189,1.4328544159645784,146.26359059653836
The Iliad,12300,88.40402540831631,0.10842124328028532,-54569.83226284777,4.166302614772443,1.656733328623882,146.4618952784701
Emile,11174,271.4417616594907,0.10818179534582474,-49616.767661951024,2.649326146366188,0.4878878250123096,132.43313071355863
Emile,11174,376.0603093086394,0.10838018251826889,-49575.82272956986,2.5115629344692825,0.34762875692693035,130.72937785451924
Emile,11174,195.92769603435266,0.10852570352206414,-49545.83641670296,2.76674162175246,0.682769754556328,133.7735049321618
Ulysses,28990,20.0,0.1514243659223098,-109354.57704836513,9.999999999999998,9.999999999999998,199.99999999999997
Ulysses,28990,27.70836049762948,0.11157370874603491,-127061.71705430686,3.9999039459951025,9.999999999999998,277.0836049762948
Ulysses,28990,38.38766207332969,0.1103172983082894,-127718.32280581353,4.0460297816241795,7.424600010157378,285.0130362195616
Emile,11174,292.5062061672901,0.1081668694588256,-49619.85123747008,2.6198580271790073,0.4515431208272932,132.0791651941298
Ulysses,28990,53.18295896944989,0.10993574084382031,-127919.20742475647,3.730365650181554,5.348163053964491,284.43113626092133
Ulysses,28990,73.68062997280774,0.10962271234332566,-128084.53382865935,3.513870106388166,3.8528206618619163,283.87825353823604
Ulysses,28990,102.07847284895003,0.10941344014566082,-128195.32472390393,3.366745086058748,2.775861527975134,283.3557056158547
Democracy in America,9301,1000.0,0.14448821930874212,-35904.394037528626,1.2875387973527992,1.0131400432061959,1013.1400432061959
Ulysses,28990,141.4213562373095,0.1093260446954439,-128241.65553131979,3.2404634431884576,1.999542851019673,282.7780618458187
Ulysses,28990,195.92769603435266,0.10937341197452992,-128216.54019791963,3.1083510266519823,1.4394534260400491,282.0287933127823
Ulysses,28990,376.0603093086394,0.10854129159947232,-128659.3425701904,2.344766922047259,0.7457483955629441,280.44637230182235
Ulysses,28990,271.4417616594907,0.10956835239440475,-128113.29220808345,2.958846680607023,1.0351020625082417,280.96992734460935
Ulysses,28990,521.0007309586913,0.10805255998267682,-128921.00011058051,2.120734435569088,0.5306010159303111,276.44351714711627
Decline and Fall Vol 1,15983,294.02892415302637,0.10930169715423298,-70674.21000334428,2.8940573266539227,0.6170080362100708,181.41820908061865
Collected Poe,9312,20.0,0.11242139294960153,-40620.51966694538,4.293391137433456,5.1350293122132555,102.70058624426511
Emile,11174,1000.0,0.1502219121128381,-42279.907803935304,1.3961843724808327,0.9764608365984885,976.4608365984885
Collected Poe,9312,27.70836049762948,0.1118032968346899,-40723.19748724247,3.9319110821186887,3.697419696667685,102.44943786630407
Collected Poe,9312,38.38766207332969,0.11122807292160672,-40819.26463620654,3.6514977086563833,2.6610100191613246,102.1499533893095
Collected Poe,9312,73.68062997280774,0.11043147500140488,-40953.12671140486,3.3530531102419476,1.3771325916841004,101.46799691136992
Collected Poe,9312,102.07847284895003,0.11028678119299079,-40977.54497132047,3.2588741562957515,0.989988013695835,101.05646457683626
Collected Poe,9312,109.44873159574392,0.11028189304130147,-40978.37044608376,3.239484637168306,0.9224132072402359,100.9569555396059
Les Miserables,22677,721.8038036465944,0.1517080123396587,-85438.20134978234,2.201205625523894,2.8194226900124852,2035.0700217385247
Les Miserables,22677,462.1482981711422,0.11239633027184232,-99041.06392422183,2.69377690308187,0.5996402151455813,277.122704944508
Collected Poe,9312,195.92769603435266,0.11056382055555591,-40930.82031896377,3.130226671608336,0.5085721653757085,99.64337262926435
Emile,11174,721.8038036465944,0.11317255317829594,-48608.86009984114,2.177686131340975,0.17418943017583335,125.73059325594937
Collected Poe,9312,141.4213562373095,0.1103521551566777,-40966.50861703526,3.1692602739239053,0.7109672859481854,100.54595781915143
Collected Poe,9312,721.8038036465944,0.15685554683080766,-34417.40443456448,8.411257084926529,0.9874426433767792,712.7398558722068
Collected Poe,9312,1000.0,0.11749877452896826,-39797.82949934003,1.211907491060135,0.08663296889254782,86.63296889254782
Decline and Fall Vol 1,15983,721.8038036465944,0.11385480187803884,-69369.6121311333,2.2655617004888913,0.24109073648066096,174.02021061569982
Principia Ethica,3814,20.0,0.10211928626997031,-17329.931214652377,2.986905769539792,2.344687820648374,46.893756412967484
Principia Ethica,3814,27.70836049762948,0.10201550145860158,-17337.68756640546,2.928475939381783,1.6870174944147067,46.744488901050325
Principia Ethica,3814,45.43134641098472,0.1020035161403725,-17338.583796655294,3.3826460264320124,1.0159477390201417,46.15587366688076
Decline and Fall Vol 1,15983,521.0007309586913,0.11075138159647112,-70253.0272272711,2.5140515951340614,0.3403447538609532,177.31986553951248
Collected Poe,9312,271.4417616594907,0.11097516587488937,-40861.659543657006,3.015044107285472,0.3623814159338893,98.36544993375553
Principia Ethica,3814,53.18295896944989,0.10200666192395998,-17338.348553125437,3.4120688280768334,0.8644774994177085,45.97547138154463
Principia Ethica,3814,73.68062997280774,0.10203785214090932,-17336.0165230012,3.430781637317184,0.618225386170234,45.55123591820519
Collected Poe,9312,53.18295896944989,0.11075558761655947,-40898.54596338496,3.4707065713991203,1.9145956990924868,101.82386450792096
Collected Poe,9312,376.0603093086394,0.11191526200453668,-40704.555855469545,2.836326797982795,0.2567574177612636,96.55627394058833
Principia Ethica,3814,102.07847284895003,0.1021263833642558,-17329.40110172192,3.4063157241956508,0.44082502238707255,44.998745078876574
Principia Ethica,3814,141.4213562373095,0.1023823832848641,-17310.30394078978,2.712109971017102,0.31110627192259016,43.997070909225904
Principia Ethica,3814,521.0007309586913,0.1085270016538587,-16865.710952423055,1.393464922766191,0.07370587515477274,38.40081483158664
Principia Ethica,3814,195.92769603435266,0.10285239148376947,-17275.366111048712,2.2882572973562865,0.2207458341541294,43.25022269499989
Critique of Pure Reason,6537,20.0,0.10293377318921769,-29646.88763050027,4.627706274444297,3.8555689012942387,77.11137802588478
Principia Ethica,3814,376.0603093086394,0.10551056574900575,-17080.728314702166,1.7415574348805734,0.10768214219074057,40.494979699266786
Critique of Pure Reason,6537,27.70836049762948,0.10294244063144369,-29645.786792888903,4.171113782088193,2.7824900674369766,77.09823786961711
Critique of Pure Reason,6537,38.38766207332969,0.10312066416246113,-29623.17143893837,3.9360274088093825,2.0052679442869774,76.977548211769
Collected Poe,9312,521.0007309586913,0.1585473602060956,-34217.6051696121,9.22187360774851,1.3463527157286574,701.4507490228497
Critique of Pure Reason,6537,53.18295896944989,0.10345557293093971,-29580.779330950096,4.416343929427212,1.438996525010149,76.53009314679574
Principia Ethica,3814,38.38766207332969,0.10200676830686922,-17338.340597876308,3.327838658304245,1.2071760823428332,46.3406675119827
Critique of Pure Reason,6537,141.4213562373095,0.10380293996742203,-29536.955018753597,6.1277165113699406,0.5313848126863578,75.14916089401339
Critique of Pure Reason,6537,195.92769603435266,0.1038764901380585,-29527.69464115515,1.3618663625265524,0.3823590773003219,74.91473307327303
Les Miserables,22677,376.0603093086394,0.11252379722028102,-98989.65779474055,2.8249685307373875,0.7415882926201289,278.8819227023915
Principia Ethica,3814,271.4417616594907,0.14973948769239012,-14410.27277734099,1.536289133812151,1.2577901573850336,341.4167761185616
Principia Ethica,3814,1000.0,0.13754803132551058,-15058.07198632056,0.8737439150133566,0.31215841852029624,312.15841852029627
Emile,11174,521.0007309586913,0.15252186838075174,-41940.34402188175,1.9814994872036873,2.0043660405623496,1044.276172241762
Critique of Pure Reason,6537,271.4417616594907,0.1031667262943341,-29617.332823977154,0.986106731790104,0.2714146353500562,73.67326675958753
Critique of Pure Reason,6537,73.68062997280774,0.10363003891097934,-29558.750096350846,5.8926390909973785,1.036304118690063,76.35554030849916
Ulysses,28990,1000.0,0.11271508804516692,-126471.60516306097,2.233853772208305,0.26988801054011885,269.88801054011884
Critique of Pure Reason,6537,376.0603093086394,0.10295477179425506,-29644.220791864518,0.6654956775398682,0.19201776417510147,72.21025978844203
Principia Ethica,3814,721.8038036465944,0.12450755957112014,-15817.872209200059,5.896624926776211,0.05000000000000001,36.09019018232973
Critique of Pure Reason,6537,339.9821387997656,0.10290853750426505,-29650.09330134231,0.7642503688863719,0.21386260667733126,72.70946642745211
Critique of Pure Reason,6537,521.0007309586913,0.10395806419819441,-29517.431676746863,0.3176578564976666,0.1349348213903025,70.30114057612805
Critique of Pure Reason,6537,721.8038036465944,0.14745563829271502,-24947.54853750744,1.464916177973421,0.78064045254829,563.4692479297545
Decline and Fall Vol 1,15983,1000.0,0.12003148961071552,-67680.84346268675,2.002966503459889,0.1697101569922229,169.7101569922229
Critique of Pure Reason,6537,102.07847284895003,0.1036949876035877,-29550.558714449544,6.179928376126667,0.7434813892275252,75.89344480396157
Ulysses,28990,721.8038036465944,0.1080886477581075,-128901.63897846891,1.8636026104664383,0.3760454958107212,271.43106922034804
Critique of Pure Reason,6537,1000.0,0.12323962811144096,-27292.981216586566,5.189191741243205,0.05955793572830844,59.55793572830844
Ulysses,28990,613.8970686190553,0.10796450860937137,-128968.26692093271,1.9965352570320125,0.4464179986149951,274.054700728531
Les Miserables,22677,1000.0,0.1156446864561503,-97748.87610381846,2.1194902638801625,0.2676063116083649,267.6063116083649
